time,waist,shoulder,elbow,wrist_angle,wrist_rotate,ee_x,ee_y,ee_z
6.0600,0.404168,0.491350,-0.660695,-0.213799,0.000001,0.443776,0.189810,0.350562
6.0800,0.404205,0.491999,-0.661659,-0.213920,0.000001,0.443827,0.189851,0.350598
6.1000,0.404241,0.492641,-0.662612,-0.214039,0.000001,0.443877,0.189891,0.350634
6.1200,0.404276,0.493275,-0.663553,-0.214157,0.000001,0.443926,0.189931,0.350669
6.1400,0.404310,0.493901,-0.664483,-0.214273,0.000001,0.443975,0.189970,0.350704
6.1600,0.404344,0.494520,-0.665402,-0.214387,0.000001,0.444023,0.190008,0.350738
6.1800,0.404376,0.495131,-0.666309,-0.214499,0.000001,0.444071,0.190045,0.350771
6.2000,0.404407,0.495736,-0.667206,-0.214610,0.000001,0.444119,0.190082,0.350804
6.2200,0.404438,0.496333,-0.668092,-0.214719,0.000001,0.444165,0.190118,0.350836
6.2400,0.404468,0.496923,-0.668967,-0.214826,0.000001,0.444212,0.190154,0.350868
6.2600,0.404496,0.497507,-0.669832,-0.214931,0.000001,0.444258,0.190188,0.350899
6.2800,0.404524,0.498083,-0.670686,-0.215035,0.000001,0.444303,0.190222,0.350929
6.3000,0.404551,0.498653,-0.671530,-0.215137,0.000001,0.444348,0.190256,0.350959
6.3200,0.404577,0.499217,-0.672365,-0.215238,0.000001,0.444393,0.190288,0.350988
6.3400,0.404602,0.499773,-0.673189,-0.215337,0.000001,0.444437,0.190321,0.351017
6.3600,0.404627,0.500324,-0.674004,-0.215434,0.000001,0.444480,0.190352,0.351045
6.3800,0.404650,0.500868,-0.674809,-0.215530,0.000001,0.444524,0.190383,0.351073
6.4000,0.404672,0.501405,-0.675604,-0.215624,0.000001,0.444566,0.190413,0.351100
6.4200,0.404694,0.501937,-0.676391,-0.215716,0.000001,0.444609,0.190443,0.351127
6.4400,0.404715,0.502462,-0.677168,-0.215807,0.000001,0.444651,0.190472,0.351153
