time,waist,shoulder,elbow,wrist_angle,wrist_rotate,ee_x,ee_y,ee_z,fk_x,fk_y,fk_z,qd_cmd_waist,qd_cmd_shoulder,qd_cmd_elbow,qd_cmd_wrist_angle,qd_cmd_wrist_rotate,qd_act_waist,qd_act_shoulder,qd_act_elbow,qd_act_wrist_angle,qd_act_wrist_rotate,dist,sigma
0.4520115852355957,-0.0015339808305725455,0.07209710031747818,0.16106799244880676,0.8912428617477417,-0.2485048919916153,0.3273231548211468,-0.0005021078387344119,0.11145549066748936,0.32732315482114693,-0.0005021078387344111,0.1114554906674893,0.001016017851489036,-0.1084165144511312,-0.07455358938029961,-0.013342679987983316,1.3979867844161698e-19,0.0,0.0,0.0,0.0,0.0,0.09140361892443025,0.18416938172008
0.4721355438232422,-0.003067961661145091,0.07209710031747818,0.16106799244880676,0.8912428617477417,-0.2485048919916153,0.3273219994861273,-0.0010042144959605116,0.11145549066748936,0.3273219994861274,-0.0010042144959605123,0.11145549066748928,0.002031934968048066,-0.10841318759127476,-0.07454802870726157,-0.013339841245030775,1.599178001315171e-19,0.0,0.0,0.0,0.0,0.0,0.09140804279162848,0.18416938172007993
0.4920949935913086,-0.0015339808305725455,0.07209710031747818,0.16106799244880676,0.8912428617477417,-0.2485048919916153,0.3273219994861273,-0.0010042144959605116,0.11145549066748936,0.32732315482114693,-0.0005021078387344111,0.1114554906674893,0.001016017851489036,-0.1084165144511312,-0.07455358938029961,-0.013342679987983316,1.3979867844161698e-19,0.0,0.0,0.0,0.0,0.0,0.09140361892443025,0.18416938172008
0.5121047496795654,-0.0015339808305725455,0.07209710031747818,0.16106799244880676,0.8912428617477417,-0.2485048919916153,0.3273231548211468,-0.0005021078387344119,0.11145549066748936,0.32732315482114693,-0.0005021078387344111,0.1114554906674893,0.001016017851489036,-0.1084165144511312,-0.07455358938029961,-0.013342679987983316,1.3979867844161698e-19,0.0,0.0,0.0,0.0,0.0,0.09140361892443025,0.18416938172008
0.5321295261383057,-0.0015339808305725455,0.07209710031747818,0.16106799244880676,0.8912428617477417,-0.2485048919916153,0.3273231548211468,-0.0005021078387344119,0.11145549066748936,0.32732315482114693,-0.0005021078387344111,0.1114554906674893,0.001016017851489036,-0.1084165144511312,-0.07455358938029961,-0.013342679987983316,1.3979867844161698e-19,0.0,0.0,0.0,0.0,0.0,0.09140361892443025,0.18416938172008
0.5521328449249268,-0.003067961661145091,0.07209710031747818,0.16106799244880676,0.8912428617477417,-0.2485048919916153,0.3273219994861273,-0.0010042144959605116,0.11145549066748936,0.3273219994861274,-0.0010042144959605123,0.11145549066748928,0.002031934968048066,-0.10841318759127476,-0.07454802870726157,-0.013339841245030775,1.599178001315171e-19,0.0,0.0,0.0,0.0,0.0,0.09140804279162848,0.18416938172007993
0.5721549987792969,-0.003067961661145091,0.07209710031747818,0.16106799244880676,0.8897088766098022,-0.2485048919916153,0.3275413338078587,-0.0010048874073617928,0.11156067325714257,0.3275413338078589,-0.0010048874073617937,0.11156067325714253,0.002034201548459456,-0.10862545430905067,-0.07428553456646564,-0.01311405827492857,-2.1296281363407107e-20,0.0,0.0,0.0,0.0,0.0,0.09125193696881947,0.1841077635800206
0.5922038555145264,-0.0015339808305725455,0.07209710031747818,0.16106799244880676,0.8912428617477417,-0.2485048919916153,0.3275413338078587,-0.0010048874073617928,0.11156067325714257,0.32732315482114693,-0.0005021078387344111,0.1114554906674893,0.001016017851489036,-0.1084165144511312,-0.07455358938029961,-0.013342679987983316,1.3979867844161698e-19,0.0,0.0,0.0,0.0,0.0,0.09140361892443025,0.18416938172008
0.6121792793273926,-0.003067961661145091,0.07209710031747818,0.16106799244880676,0.8897088766098022,-0.2485048919916153,0.3273231548211468,-0.0005021078387344119,0.11145549066748936,0.3275413338078589,-0.0010048874073617937,0.11156067325714253,0.002034201548459456,-0.10862545430905067,-0.07428553456646564,-0.01311405827492857,-2.1296281363407107e-20,0.0,0.0,0.0,0.0,0.0,0.09125193696881947,0.1841077635800206
0.6322083473205566,-0.0015339808305725455,0.07209710031747818,0.16106799244880676,0.8912428617477417,-0.2485048919916153,0.3273231548211468,-0.0005021078387344119,0.11145549066748936,0.32732315482114693,-0.0005021078387344111,0.1114554906674893,0.001016017851489036,-0.1084165144511312,-0.07455358938029961,-0.013342679987983316,1.3979867844161698e-19,0.0,0.0,0.0,0.0,0.0,0.09140361892443025,0.18416938172008
