time,waist,shoulder,elbow,wrist_angle,wrist_rotate,ee_x,ee_y,ee_z,clearance_m,nearest_arm_body,nearest_obstacle
7.6601,0.404971,0.516952,-0.704097,-0.190214,0.000000,0.446909,0.191574,0.349620,0.02772,upper_arm_link,arm_base_link
7.6801,0.406505,0.516952,-0.704097,-0.190214,0.000000,0.446614,0.192259,0.349620,0.02771,upper_arm_link,arm_base_link
7.7001,0.406505,0.516952,-0.704097,-0.188680,0.000000,0.446696,0.192295,0.349394,0.02771,upper_arm_link,arm_base_link
7.7201,0.406505,0.516952,-0.704097,-0.190214,0.000000,0.446614,0.192259,0.349620,0.02771,upper_arm_link,arm_base_link
7.7401,0.406505,0.516952,-0.704097,-0.188680,0.000000,0.446696,0.192295,0.349394,0.02771,upper_arm_link,arm_base_link
7.7601,0.406505,0.516952,-0.704097,-0.188680,0.000000,0.446696,0.192295,0.349394,0.02771,upper_arm_link,arm_base_link
7.7801,0.404971,0.516952,-0.704097,-0.188680,0.000000,0.446991,0.191609,0.349394,0.02772,upper_arm_link,arm_base_link
7.8001,0.406505,0.516952,-0.704097,-0.190214,0.000000,0.446614,0.192259,0.349620,0.02771,upper_arm_link,arm_base_link
7.8201,0.406505,0.516952,-0.704097,-0.190214,0.000000,0.446614,0.192259,0.349620,0.02771,upper_arm_link,arm_base_link
7.8401,0.404971,0.516952,-0.704097,-0.190214,0.000000,0.446909,0.191574,0.349620,0.02772,upper_arm_link,arm_base_link
7.8601,0.406505,0.518486,-0.704097,-0.188680,0.000000,0.447040,0.192443,0.348647,0.02772,upper_arm_link,arm_base_link
7.8801,0.406505,0.520020,-0.705631,-0.190214,0.000000,0.447168,0.192498,0.348655,0.02773,upper_arm_link,arm_base_link
7.9001,0.406505,0.523087,-0.708699,-0.190214,0.000000,0.447587,0.192678,0.348216,0.02777,upper_arm_link,arm_base_link
7.9201,0.406505,0.526155,-0.711767,-0.188680,0.000000,0.448086,0.192893,0.347550,0.02779,upper_arm_link,arm_base_link
7.9401,0.404971,0.527689,-0.714835,-0.188680,0.000000,0.448455,0.192237,0.347857,0.02782,upper_arm_link,arm_base_link
7.9601,0.404971,0.529223,-0.714835,-0.190214,0.000000,0.448716,0.192349,0.347335,0.02783,upper_arm_link,arm_base_link
7.9801,0.406505,0.532291,-0.714835,-0.190214,0.000000,0.449101,0.193330,0.345836,0.02784,upper_arm_link,arm_base_link
8.0001,0.406505,0.532291,-0.714835,-0.190214,0.000000,0.449101,0.193330,0.345836,0.02784,upper_arm_link,arm_base_link
8.0201,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
8.0401,0.406505,0.532291,-0.714835,-0.190214,0.000000,0.449101,0.193330,0.345836,0.02784,upper_arm_link,arm_base_link
8.0602,0.404971,0.532291,-0.716369,-0.188680,0.000000,0.449346,0.192619,0.346137,0.02776,upper_arm_link,arm_base_link
8.0801,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
8.1001,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
8.1201,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
8.1401,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
8.1601,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
8.1801,0.404971,0.532291,-0.714835,-0.188680,0.000000,0.449479,0.192676,0.345609,0.02776,upper_arm_link,arm_base_link
8.2001,0.406505,0.532291,-0.716369,-0.190214,0.000000,0.448968,0.193273,0.346364,0.02784,upper_arm_link,arm_base_link
8.2201,0.406505,0.532291,-0.714835,-0.188680,0.000000,0.449182,0.193365,0.345609,0.02784,upper_arm_link,arm_base_link
8.2401,0.404971,0.532291,-0.716369,-0.188680,0.000000,0.449346,0.192619,0.346137,0.02776,upper_arm_link,arm_base_link
8.2601,0.406505,0.532291,-0.714835,-0.190214,0.000000,0.449101,0.193330,0.345836,0.02784,upper_arm_link,arm_base_link
8.2801,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
8.3001,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
8.3201,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
8.3401,0.406505,0.532291,-0.714835,-0.188680,0.000000,0.449182,0.193365,0.345609,0.02784,upper_arm_link,arm_base_link
8.3601,0.404971,0.532291,-0.716369,-0.188680,0.000000,0.449346,0.192619,0.346137,0.02776,upper_arm_link,arm_base_link
8.3801,0.406505,0.532291,-0.714835,-0.188680,0.000000,0.449182,0.193365,0.345609,0.02784,upper_arm_link,arm_base_link
8.4001,0.406505,0.532291,-0.716369,-0.190214,0.000000,0.448968,0.193273,0.346364,0.02784,upper_arm_link,arm_base_link
8.4201,0.404971,0.532291,-0.716369,-0.188680,0.000000,0.449346,0.192619,0.346137,0.02776,upper_arm_link,arm_base_link
8.4401,0.406505,0.532291,-0.714835,-0.190214,0.000000,0.449101,0.193330,0.345836,0.02784,upper_arm_link,arm_base_link
8.4601,0.406505,0.532291,-0.714835,-0.188680,0.000000,0.449182,0.193365,0.345609,0.02784,upper_arm_link,arm_base_link
8.4801,0.404971,0.532291,-0.714835,-0.188680,0.000000,0.449479,0.192676,0.345609,0.02776,upper_arm_link,arm_base_link
8.5001,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
8.5201,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
8.5401,0.404971,0.532291,-0.716369,-0.188680,0.000000,0.449346,0.192619,0.346137,0.02776,upper_arm_link,arm_base_link
8.5601,0.406505,0.532291,-0.716369,-0.190214,0.000000,0.448968,0.193273,0.346364,0.02784,upper_arm_link,arm_base_link
8.5801,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
8.6001,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
8.6201,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
8.6401,0.406505,0.532291,-0.714835,-0.188680,0.000000,0.449182,0.193365,0.345609,0.02784,upper_arm_link,arm_base_link
8.6601,0.404971,0.532291,-0.716369,-0.188680,0.000000,0.449346,0.192619,0.346137,0.02776,upper_arm_link,arm_base_link
8.6801,0.404971,0.532291,-0.714835,-0.188680,0.000000,0.449479,0.192676,0.345609,0.02776,upper_arm_link,arm_base_link
8.7001,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
8.7201,0.406505,0.532291,-0.714835,-0.188680,0.000000,0.449182,0.193365,0.345609,0.02784,upper_arm_link,arm_base_link
8.7401,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
8.7601,0.406505,0.532291,-0.716369,-0.190214,0.000000,0.448968,0.193273,0.346364,0.02784,upper_arm_link,arm_base_link
8.7801,0.406505,0.532291,-0.714835,-0.188680,0.000000,0.449182,0.193365,0.345609,0.02784,upper_arm_link,arm_base_link
8.8001,0.406505,0.532291,-0.716369,-0.190214,0.000000,0.448968,0.193273,0.346364,0.02784,upper_arm_link,arm_base_link
8.8201,0.406505,0.532291,-0.716369,-0.190214,0.000000,0.448968,0.193273,0.346364,0.02784,upper_arm_link,arm_base_link
8.8401,0.406505,0.532291,-0.716369,-0.190214,0.000000,0.448968,0.193273,0.346364,0.02784,upper_arm_link,arm_base_link
8.8601,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
8.8801,0.404971,0.532291,-0.716369,-0.190214,0.000000,0.449264,0.192584,0.346364,0.02776,upper_arm_link,arm_base_link
8.9001,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
8.9201,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
8.9401,0.404971,0.532291,-0.714835,-0.188680,0.000000,0.449479,0.192676,0.345609,0.02776,upper_arm_link,arm_base_link
8.9601,0.406505,0.532291,-0.716369,-0.190214,0.000000,0.448968,0.193273,0.346364,0.02784,upper_arm_link,arm_base_link
8.9801,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
9.0001,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
9.0201,0.406505,0.532291,-0.716369,-0.190214,0.000000,0.448968,0.193273,0.346364,0.02784,upper_arm_link,arm_base_link
9.0401,0.404971,0.532291,-0.716369,-0.188680,0.000000,0.449346,0.192619,0.346137,0.02776,upper_arm_link,arm_base_link
9.0601,0.406505,0.532291,-0.716369,-0.190214,0.000000,0.448968,0.193273,0.346364,0.02784,upper_arm_link,arm_base_link
9.0801,0.406505,0.532291,-0.716369,-0.190214,0.000000,0.448968,0.193273,0.346364,0.02784,upper_arm_link,arm_base_link
9.1001,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
9.1201,0.406505,0.532291,-0.716369,-0.188680,0.000000,0.449050,0.193308,0.346137,0.02784,upper_arm_link,arm_base_link
9.1401,0.406505,0.532291,-0.716369,-0.190214,0.000000,0.448968,0.193273,0.346364,0.02784,upper_arm_link,arm_base_link
9.1601,0.406505,0.532291,-0.719437,-0.188680,0.000000,0.448783,0.193193,0.347193,0.02784,upper_arm_link,arm_base_link
9.1801,0.406505,0.532291,-0.724039,-0.188680,0.000000,0.448376,0.193018,0.348775,0.02784,upper_arm_link,arm_base_link
9.2001,0.406505,0.532291,-0.727107,-0.190214,0.000000,0.448017,0.192863,0.350055,0.02784,upper_arm_link,arm_base_link
9.2201,0.406505,0.532291,-0.731709,-0.188680,0.000000,0.447683,0.192720,0.351408,0.02784,upper_arm_link,arm_base_link
9.2401,0.406505,0.532291,-0.737845,-0.188680,0.000000,0.447116,0.192475,0.353509,0.02784,upper_arm_link,arm_base_link
9.2601,0.406505,0.532291,-0.742447,-0.188680,0.000000,0.446682,0.192289,0.355083,0.02784,upper_arm_link,arm_base_link
9.2801,0.406505,0.532291,-0.747049,-0.188680,0.000000,0.446243,0.192099,0.356655,0.02784,upper_arm_link,arm_base_link
9.3001,0.406505,0.532291,-0.750117,-0.190214,0.000000,0.445857,0.191933,0.357924,0.02784,upper_arm_link,arm_base_link
9.3201,0.404971,0.532291,-0.753185,-0.188680,0.000000,0.445939,0.191159,0.358746,0.02776,upper_arm_link,arm_base_link
9.3401,0.406505,0.532291,-0.754719,-0.188680,0.000000,0.445494,0.191777,0.359269,0.02784,upper_arm_link,arm_base_link
9.3601,0.404971,0.532291,-0.756253,-0.190214,0.000000,0.445546,0.190990,0.360014,0.02776,upper_arm_link,arm_base_link
9.3801,0.404971,0.532291,-0.756253,-0.190214,0.000000,0.445546,0.190990,0.360014,0.02776,upper_arm_link,arm_base_link
9.4001,0.406505,0.532291,-0.756253,-0.190214,0.000000,0.445253,0.191673,0.360014,0.02784,upper_arm_link,arm_base_link
9.4201,0.406505,0.532291,-0.756253,-0.190214,0.000000,0.445253,0.191673,0.360014,0.02784,upper_arm_link,arm_base_link
9.4401,0.406505,0.532291,-0.756253,-0.190214,0.000000,0.445253,0.191673,0.360014,0.02784,upper_arm_link,arm_base_link
9.4601,0.406505,0.532291,-0.756253,-0.188680,0.000000,0.445343,0.191712,0.359791,0.02784,upper_arm_link,arm_base_link
9.4801,0.406505,0.532291,-0.756253,-0.188680,0.000000,0.445343,0.191712,0.359791,0.02784,upper_arm_link,arm_base_link
9.5001,0.406505,0.533825,-0.756253,-0.188680,0.000000,0.445701,0.191866,0.359047,0.02777,upper_arm_link,arm_base_link
9.5201,0.406505,0.532291,-0.756253,-0.190214,0.000000,0.445253,0.191673,0.360014,0.02784,upper_arm_link,arm_base_link
9.5401,0.406505,0.533825,-0.756253,-0.190214,0.000000,0.445612,0.191828,0.359270,0.02777,upper_arm_link,arm_base_link
9.5601,0.404971,0.533825,-0.756253,-0.188680,0.000000,0.445995,0.191183,0.359047,0.02788,upper_arm_link,arm_base_link
9.5801,0.406505,0.532291,-0.754719,-0.188680,0.000000,0.445494,0.191777,0.359269,0.02784,upper_arm_link,arm_base_link
9.6001,0.406505,0.533825,-0.756253,-0.188680,0.000000,0.445701,0.191866,0.359047,0.02777,upper_arm_link,arm_base_link
9.6201,0.406505,0.533825,-0.756253,-0.188680,0.000000,0.445701,0.191866,0.359047,0.02777,upper_arm_link,arm_base_link
9.6401,0.406505,0.533825,-0.756253,-0.190214,0.000000,0.445612,0.191828,0.359270,0.02777,upper_arm_link,arm_base_link
9.6601,0.406505,0.535359,-0.756253,-0.188680,0.000000,0.446059,0.192020,0.358302,0.02778,upper_arm_link,arm_base_link
9.6801,0.406505,0.535359,-0.756253,-0.190214,0.000000,0.445970,0.191982,0.358525,0.02778,upper_arm_link,arm_base_link
9.7001,0.406505,0.536893,-0.756253,-0.188680,0.000000,0.446416,0.192174,0.357557,0.02790,upper_arm_link,arm_base_link
9.7201,0.406505,0.538427,-0.756253,-0.188680,0.000000,0.446771,0.192327,0.356811,0.02791,upper_arm_link,arm_base_link
9.7401,0.406505,0.539961,-0.756253,-0.188680,0.000000,0.447126,0.192480,0.356065,0.02793,upper_arm_link,arm_base_link
9.7601,0.406505,0.541495,-0.756253,-0.188680,0.000000,0.447479,0.192632,0.355318,0.02795,upper_arm_link,arm_base_link
9.7801,0.406505,0.543029,-0.756253,-0.188680,0.000000,0.447832,0.192784,0.354570,0.02784,upper_arm_link,arm_base_link
9.8001,0.406505,0.544563,-0.756253,-0.188680,0.000000,0.448183,0.192935,0.353822,0.02785,upper_arm_link,arm_base_link
9.8201,0.406505,0.544563,-0.756253,-0.190214,0.000000,0.448096,0.192897,0.354046,0.02785,upper_arm_link,arm_base_link
9.8401,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
9.8601,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
9.8801,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
9.9001,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
9.9201,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
9.9401,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
9.9601,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
9.9801,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
10.0001,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
10.0201,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
10.0401,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
10.0601,0.404971,0.546097,-0.756253,-0.188680,0.000000,0.448829,0.192397,0.353073,0.02787,upper_arm_link,arm_base_link
10.0801,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
10.1001,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
10.1201,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
10.1401,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
10.1601,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
10.1801,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
10.2001,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
10.2201,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
10.2401,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
10.2601,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
10.2801,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
10.3001,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
10.3201,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
10.3401,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
10.3601,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
10.3801,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
10.4001,0.404971,0.546097,-0.756253,-0.190214,0.000000,0.448742,0.192360,0.353297,0.02787,upper_arm_link,arm_base_link
10.4201,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
10.4401,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
10.4601,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
10.4801,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
10.5001,0.406505,0.546097,-0.754719,-0.188680,0.000000,0.448678,0.193148,0.352549,0.02786,upper_arm_link,arm_base_link
10.5201,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
10.5401,0.404971,0.546097,-0.756253,-0.188680,0.000000,0.448829,0.192397,0.353073,0.02787,upper_arm_link,arm_base_link
10.5601,0.404971,0.546097,-0.756253,-0.190214,0.000000,0.448742,0.192360,0.353297,0.02787,upper_arm_link,arm_base_link
10.5801,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
10.6001,0.404971,0.546097,-0.756253,-0.188680,0.000000,0.448829,0.192397,0.353073,0.02787,upper_arm_link,arm_base_link
10.6201,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
10.6401,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
10.6601,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
10.6801,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
10.7001,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
10.7201,0.404971,0.546097,-0.754719,-0.188680,0.000000,0.448974,0.192460,0.352549,0.02787,upper_arm_link,arm_base_link
10.7401,0.404971,0.546097,-0.756253,-0.190214,0.000000,0.448742,0.192360,0.353297,0.02787,upper_arm_link,arm_base_link
10.7601,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
10.7801,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
10.8001,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
10.8201,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
10.8401,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
10.8601,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
10.8801,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
10.9001,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
10.9201,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
10.9401,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
10.9601,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
10.9801,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
11.0001,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
11.0201,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
11.0401,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
11.0602,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
11.0801,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
11.1001,0.404971,0.546097,-0.756253,-0.188680,0.000000,0.448829,0.192397,0.353073,0.02787,upper_arm_link,arm_base_link
11.1201,0.404971,0.546097,-0.756253,-0.190214,0.000000,0.448742,0.192360,0.353297,0.02787,upper_arm_link,arm_base_link
11.1401,0.406505,0.544563,-0.756253,-0.188680,0.000000,0.448183,0.192935,0.353822,0.02785,upper_arm_link,arm_base_link
11.1601,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
11.1801,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
11.2001,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
11.2201,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
11.2401,0.404971,0.546097,-0.756253,-0.190214,0.000000,0.448742,0.192360,0.353297,0.02787,upper_arm_link,arm_base_link
11.2601,0.406505,0.546097,-0.754719,-0.190214,0.000000,0.448592,0.193111,0.352773,0.02786,upper_arm_link,arm_base_link
11.2802,0.406505,0.546097,-0.754719,-0.188680,0.000000,0.448678,0.193148,0.352549,0.02786,upper_arm_link,arm_base_link
11.3002,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
11.3202,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
11.3401,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
11.3601,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
11.3801,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
11.4001,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
11.4201,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
11.4401,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
11.4601,0.404971,0.546097,-0.756253,-0.188680,0.000000,0.448829,0.192397,0.353073,0.02787,upper_arm_link,arm_base_link
11.4801,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
11.5001,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
11.5201,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
11.5402,0.406505,0.546097,-0.756253,-0.190214,0.000000,0.448446,0.193048,0.353297,0.02786,upper_arm_link,arm_base_link
11.5601,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
11.5801,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
11.6001,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
11.6201,0.406505,0.546097,-0.756253,-0.188680,0.000000,0.448533,0.193086,0.353073,0.02786,upper_arm_link,arm_base_link
11.6401,0.406505,0.546097,-0.754719,-0.188680,0.000000,0.448678,0.193148,0.352549,0.02786,upper_arm_link,arm_base_link
11.6601,0.404971,0.546097,-0.756253,-0.188680,0.000000,0.448829,0.192397,0.353073,0.02787,upper_arm_link,arm_base_link
