time,waist,shoulder,elbow,wrist_angle,wrist_rotate,ee_x,ee_y,ee_z,clearance_m,nearest_arm_body,nearest_obstacle
0.0000,-0.001534,0.055223,0.124252,0.024544,0.000000,0.413036,-0.000634,0.233929,0.02684,upper_arm_link,arm_base_link
0.0201,-0.001534,0.055223,0.124252,0.024544,0.000000,0.413036,-0.000634,0.233929,0.02684,upper_arm_link,arm_base_link
0.0401,-0.001534,0.055223,0.124252,0.024544,0.000000,0.413036,-0.000634,0.233929,0.02684,upper_arm_link,arm_base_link
0.0601,0.000000,0.056757,0.124252,0.024544,0.000000,0.413234,0.000000,0.233295,0.02684,upper_arm_link,arm_base_link
0.0801,0.000000,0.055223,0.124252,0.024544,0.000000,0.413036,0.000000,0.233929,0.02683,upper_arm_link,arm_base_link
0.1001,0.001534,0.056757,0.124252,0.024544,0.000000,0.413234,0.000634,0.233295,0.02683,upper_arm_link,arm_base_link
0.1201,0.001534,0.056757,0.124252,0.024544,0.000000,0.413234,0.000634,0.233295,0.02683,upper_arm_link,arm_base_link
0.1401,0.003068,0.055223,0.124252,0.024544,0.000000,0.413035,0.001267,0.233929,0.02681,upper_arm_link,arm_base_link
0.1601,0.003068,0.055223,0.124252,0.024544,0.000000,0.413035,0.001267,0.233929,0.02681,upper_arm_link,arm_base_link
0.1801,0.004602,0.056757,0.124252,0.024544,0.000000,0.413230,0.001902,0.233295,0.02681,upper_arm_link,arm_base_link
0.2001,0.006136,0.055223,0.124252,0.024544,0.000000,0.413029,0.002534,0.233929,0.02680,upper_arm_link,arm_base_link
0.2201,0.007670,0.055223,0.124252,0.023010,0.000000,0.413073,0.003168,0.234167,0.02677,upper_arm_link,arm_base_link
0.2401,0.009204,0.055223,0.124252,0.021476,0.000000,0.413117,0.003802,0.234406,0.02677,upper_arm_link,arm_base_link
0.2601,0.010738,0.055223,0.124252,0.021476,0.000000,0.413111,0.004436,0.234406,0.02677,upper_arm_link,arm_base_link
0.2801,0.012272,0.056757,0.124252,0.019942,0.000000,0.413350,0.005073,0.234010,0.02673,upper_arm_link,arm_base_link
0.3001,0.013806,0.055223,0.124252,0.019942,0.000000,0.413143,0.005704,0.234644,0.02677,upper_arm_link,arm_base_link
0.3202,0.016874,0.055223,0.124252,0.019942,0.000000,0.413124,0.006972,0.234644,0.02670,upper_arm_link,arm_base_link
0.3401,0.018408,0.056757,0.124252,0.019942,0.000000,0.413311,0.007609,0.234010,0.02677,upper_arm_link,arm_base_link
0.3601,0.021476,0.055223,0.124252,0.019942,0.000000,0.413087,0.008873,0.234644,0.02674,upper_arm_link,arm_base_link
0.3802,0.024544,0.056757,0.124252,0.019942,0.000000,0.413257,0.010145,0.234010,0.02674,upper_arm_link,arm_base_link
0.4002,0.027612,0.055223,0.124252,0.018408,0.000000,0.413073,0.011409,0.234883,0.02672,upper_arm_link,arm_base_link
0.4202,0.029146,0.056757,0.124252,0.018408,0.000000,0.413254,0.012048,0.234249,0.02672,upper_arm_link,arm_base_link
0.4401,0.032214,0.055223,0.124252,0.016874,0.000000,0.413064,0.013311,0.235121,0.02670,upper_arm_link,arm_base_link
0.4601,0.033748,0.056757,0.122718,0.016874,0.000000,0.413345,0.013955,0.235027,0.02669,upper_arm_link,arm_base_link
0.4802,0.035282,0.055223,0.122718,0.015340,0.000000,0.413170,0.014583,0.235900,0.02665,upper_arm_link,arm_base_link
0.5002,0.038350,0.055223,0.122718,0.015340,0.000000,0.413123,0.015851,0.235900,0.02666,upper_arm_link,arm_base_link
0.5202,0.039884,0.055223,0.122718,0.013806,0.000000,0.413145,0.016486,0.236139,0.02667,upper_arm_link,arm_base_link
0.5401,0.041417,0.056757,0.122718,0.013806,0.000000,0.413320,0.017128,0.235505,0.02669,upper_arm_link,arm_base_link
0.5601,0.044485,0.055223,0.122718,0.012272,0.000000,0.413111,0.018390,0.236378,0.02669,upper_arm_link,arm_base_link
0.5801,0.044485,0.056757,0.122718,0.012272,0.000000,0.413312,0.018398,0.235743,0.02670,upper_arm_link,arm_base_link
0.6002,0.047553,0.055223,0.124252,0.012272,0.000000,0.412952,0.019652,0.235837,0.02671,upper_arm_link,arm_base_link
0.6202,0.049087,0.055223,0.122718,0.012272,0.000000,0.413022,0.020290,0.236378,0.02672,upper_arm_link,arm_base_link
0.6401,0.050621,0.055223,0.124252,0.012272,0.000000,0.412889,0.020919,0.235837,0.02664,upper_arm_link,arm_base_link
0.6601,0.052155,0.055223,0.122718,0.012272,0.000000,0.412957,0.021557,0.236378,0.02664,upper_arm_link,arm_base_link
0.6801,0.053689,0.056757,0.122718,0.012272,0.000000,0.413125,0.022202,0.235743,0.02661,upper_arm_link,arm_base_link
0.7002,0.056757,0.056757,0.122718,0.012272,0.000000,0.413055,0.023469,0.235743,0.02662,upper_arm_link,arm_base_link
0.7202,0.058291,0.055223,0.122718,0.012272,0.000000,0.412817,0.024091,0.236378,0.02662,upper_arm_link,arm_base_link
0.7401,0.059825,0.055223,0.122718,0.010738,0.000000,0.412826,0.024727,0.236617,0.02663,upper_arm_link,arm_base_link
0.7601,0.061359,0.055223,0.122718,0.009204,0.000000,0.412833,0.025363,0.236856,0.02659,upper_arm_link,arm_base_link
0.7802,0.062893,0.055223,0.122718,0.009204,0.000000,0.412793,0.025996,0.236856,0.02662,upper_arm_link,arm_base_link
0.8002,0.064427,0.055223,0.122718,0.009204,0.000000,0.412753,0.026629,0.236856,0.02663,upper_arm_link,arm_base_link
0.8202,0.067495,0.056757,0.122718,0.007670,0.000000,0.412916,0.027912,0.236460,0.02660,upper_arm_link,arm_base_link
0.8401,0.069029,0.055223,0.122718,0.007670,0.000000,0.412671,0.028532,0.237095,0.02659,upper_arm_link,arm_base_link
0.8601,0.070563,0.056757,0.119651,0.007670,0.000000,0.413026,0.029193,0.237542,0.02661,upper_arm_link,arm_base_link
0.8801,0.073631,0.056757,0.118117,0.007670,0.000000,0.413033,0.030467,0.238083,0.02656,upper_arm_link,arm_base_link
0.9002,0.075165,0.055223,0.115049,0.006136,0.000000,0.413015,0.031103,0.240041,0.02662,upper_arm_link,arm_base_link
0.9201,0.076699,0.056757,0.110447,0.006136,0.000000,0.413455,0.031774,0.241032,0.02655,upper_arm_link,arm_base_link
0.9401,0.078233,0.056757,0.107379,0.004602,0.000000,0.413631,0.032426,0.242356,0.02656,upper_arm_link,arm_base_link
0.9601,0.081301,0.055223,0.102777,0.004602,0.000000,0.413584,0.033699,0.244621,0.02658,upper_arm_link,arm_base_link
0.9801,0.082835,0.055223,0.099709,0.003068,0.000000,0.413743,0.034351,0.245947,0.02660,upper_arm_link,arm_base_link
1.0002,0.084369,0.056757,0.095107,0.003068,0.000000,0.414160,0.035025,0.246940,0.02652,upper_arm_link,arm_base_link
1.0202,0.085903,0.056757,0.092039,0.003068,0.000000,0.414272,0.035675,0.248028,0.02654,upper_arm_link,arm_base_link
1.0401,0.087437,0.056757,0.088971,0.001534,0.000000,0.414414,0.036328,0.249356,0.02655,upper_arm_link,arm_base_link
1.0601,0.088971,0.055223,0.087437,0.001534,0.000000,0.414216,0.036951,0.250539,0.02655,upper_arm_link,arm_base_link
1.0801,0.090505,0.055223,0.085903,0.001534,0.000000,0.414236,0.037593,0.251083,0.02657,upper_arm_link,arm_base_link
1.1003,0.093573,0.055223,0.085903,0.000000,0.000000,0.414153,0.038867,0.251324,0.02661,upper_arm_link,arm_base_link
1.1202,0.095107,0.055223,0.085903,0.000000,0.000000,0.414093,0.039502,0.251324,0.02654,upper_arm_link,arm_base_link
1.1402,0.096641,0.056757,0.085903,0.000000,0.000000,0.414255,0.040159,0.250686,0.02650,upper_arm_link,arm_base_link
1.1602,0.098175,0.055223,0.085903,0.000000,0.000000,0.413970,0.040772,0.251324,0.02653,upper_arm_link,arm_base_link
1.1802,0.099709,0.056757,0.085903,0.000000,0.000000,0.414130,0.041430,0.250686,0.02649,upper_arm_link,arm_base_link
1.2001,0.101243,0.055223,0.085903,0.000000,0.000000,0.413843,0.042042,0.251324,0.02656,upper_arm_link,arm_base_link
1.2201,0.102777,0.056757,0.085903,-0.001534,0.000000,0.414035,0.042704,0.250926,0.02656,upper_arm_link,arm_base_link
1.2401,0.104311,0.056757,0.085903,-0.001534,0.000000,0.413969,0.043339,0.250926,0.02655,upper_arm_link,arm_base_link
1.2601,0.105845,0.056757,0.085903,-0.003068,0.000000,0.413936,0.043977,0.251167,0.02654,upper_arm_link,arm_base_link
1.2801,0.107379,0.055223,0.085903,-0.003068,0.000000,0.413644,0.044588,0.251806,0.02653,upper_arm_link,arm_base_link
1.3001,0.108913,0.055223,0.085903,-0.004602,0.000000,0.413609,0.045226,0.252047,0.02652,upper_arm_link,arm_base_link
1.3201,0.110447,0.055223,0.085903,-0.004602,0.000000,0.413539,0.045861,0.252047,0.02651,upper_arm_link,arm_base_link
1.3401,0.111981,0.056757,0.085903,-0.006136,0.000000,0.413725,0.046524,0.251649,0.02653,upper_arm_link,arm_base_link
1.3601,0.113515,0.055223,0.085903,-0.006136,0.000000,0.413429,0.047133,0.252288,0.02651,upper_arm_link,arm_base_link
1.3802,0.115049,0.055223,0.085903,-0.006136,0.000000,0.413356,0.047767,0.252288,0.02651,upper_arm_link,arm_base_link
1.4001,0.116583,0.055223,0.085903,-0.006136,0.000000,0.413282,0.048401,0.252288,0.02650,upper_arm_link,arm_base_link
1.4201,0.119651,0.055223,0.085903,-0.006136,0.000000,0.413132,0.049669,0.252288,0.02648,upper_arm_link,arm_base_link
1.4401,0.121184,0.056757,0.085903,-0.007670,0.000000,0.413312,0.050334,0.251890,0.02648,upper_arm_link,arm_base_link
1.4601,0.122718,0.055223,0.085903,-0.009204,0.000000,0.413042,0.050944,0.252770,0.02647,upper_arm_link,arm_base_link
1.4801,0.125786,0.056757,0.081301,-0.009204,0.000000,0.413331,0.052267,0.253766,0.02648,upper_arm_link,arm_base_link
1.5001,0.127320,0.056757,0.076699,-0.009204,0.000000,0.413465,0.052929,0.255402,0.02648,upper_arm_link,arm_base_link
1.5201,0.128854,0.056757,0.070563,-0.009204,0.000000,0.413658,0.053599,0.257584,0.02647,upper_arm_link,arm_base_link
1.5401,0.130388,0.056757,0.062893,-0.009204,0.000000,0.413900,0.054276,0.260315,0.02646,upper_arm_link,arm_base_link
1.5601,0.133456,0.055223,0.055223,-0.010738,0.000000,0.413819,0.055557,0.263931,0.02644,upper_arm_link,arm_base_link
1.5801,0.134990,0.056757,0.046019,-0.013806,0.000000,0.414353,0.056276,0.267057,0.02644,upper_arm_link,arm_base_link
1.6001,0.136524,0.056757,0.038350,-0.015340,0.000000,0.414538,0.056949,0.270038,0.02643,upper_arm_link,arm_base_link
1.6201,0.138058,0.055223,0.032214,-0.016874,0.000000,0.414398,0.057577,0.273115,0.02642,upper_arm_link,arm_base_link
1.6401,0.141126,0.055223,0.027612,-0.019942,0.000000,0.414378,0.058871,0.275246,0.02640,upper_arm_link,arm_base_link
1.6602,0.142660,0.056757,0.023010,-0.019942,0.000000,0.414665,0.059561,0.276249,0.02651,upper_arm_link,arm_base_link
1.6801,0.144194,0.056757,0.018408,-0.021476,0.000000,0.414698,0.060215,0.278138,0.02651,upper_arm_link,arm_base_link
1.7002,0.145728,0.056757,0.016874,-0.023010,0.000000,0.414653,0.060858,0.278930,0.02646,upper_arm_link,arm_base_link
1.7202,0.150330,0.056757,0.013806,-0.023010,0.000000,0.414435,0.062776,0.280028,0.02647,upper_arm_link,arm_base_link
1.7401,0.151864,0.056757,0.012272,-0.024544,0.000000,0.414382,0.063418,0.280820,0.02647,upper_arm_link,arm_base_link
1.7601,0.153398,0.058291,0.010738,-0.024544,0.000000,0.414582,0.064100,0.280726,0.02642,upper_arm_link,arm_base_link
1.7801,0.156466,0.058291,0.009204,-0.026078,0.000000,0.414425,0.065378,0.281518,0.02641,upper_arm_link,arm_base_link
1.8001,0.158000,0.059825,0.009204,-0.027612,0.000000,0.414602,0.066058,0.281117,0.02642,upper_arm_link,arm_base_link
1.8201,0.159534,0.061359,0.007670,-0.029146,0.000000,0.414807,0.066743,0.281265,0.02642,upper_arm_link,arm_base_link
1.8401,0.161068,0.064427,0.007670,-0.029146,0.000000,0.415237,0.067466,0.279975,0.02640,upper_arm_link,arm_base_link
1.8601,0.164136,0.065961,0.006136,-0.030680,0.000000,0.415335,0.068790,0.280122,0.02639,upper_arm_link,arm_base_link
1.8801,0.165670,0.067495,0.007670,-0.030680,0.000000,0.415461,0.069466,0.278927,0.02639,upper_arm_link,arm_base_link
1.9001,0.167204,0.069029,0.007670,-0.032214,0.000000,0.415628,0.070150,0.278523,0.02642,upper_arm_link,arm_base_link
1.9201,0.168738,0.070563,0.007670,-0.032214,0.000000,0.415782,0.070832,0.277876,0.02644,upper_arm_link,arm_base_link
1.9401,0.170272,0.072097,0.007670,-0.033748,0.000000,0.415945,0.071516,0.277472,0.02642,upper_arm_link,arm_base_link
1.9602,0.171806,0.073631,0.007670,-0.033748,0.000000,0.416095,0.072199,0.276825,0.02641,upper_arm_link,arm_base_link
1.9802,0.174874,0.075165,0.006136,-0.035282,0.000000,0.416179,0.073530,0.276968,0.02641,upper_arm_link,arm_base_link
2.0002,0.176408,0.075165,0.004602,-0.036816,0.000000,0.416111,0.074176,0.277760,0.02640,upper_arm_link,arm_base_link
2.0201,0.177942,0.076699,0.003068,-0.036816,0.000000,0.416292,0.074868,0.277660,0.02642,upper_arm_link,arm_base_link
2.0402,0.179476,0.076699,0.000000,-0.038350,0.000000,0.416253,0.075520,0.279001,0.02645,upper_arm_link,arm_base_link
2.0601,0.181010,0.076699,-0.003068,-0.038350,0.000000,0.416200,0.076170,0.280099,0.02644,upper_arm_link,arm_base_link
2.0801,0.182544,0.078233,-0.009204,-0.039884,0.000000,0.416472,0.076880,0.281890,0.02641,upper_arm_link,arm_base_link
2.1001,0.184078,0.078233,-0.013806,-0.041417,0.000000,0.416439,0.077535,0.283781,0.02644,upper_arm_link,arm_base_link
2.1201,0.185612,0.078233,-0.018408,-0.041417,0.000000,0.416391,0.078187,0.285429,0.02644,upper_arm_link,arm_base_link
2.1401,0.188680,0.079767,-0.024544,-0.044485,0.000000,0.416513,0.079534,0.287463,0.02648,upper_arm_link,arm_base_link
2.1601,0.190214,0.079767,-0.030680,-0.044485,0.000000,0.416461,0.080186,0.289662,0.02648,upper_arm_link,arm_base_link
2.1801,0.191748,0.079767,-0.035282,-0.046019,0.000000,0.416381,0.080833,0.291554,0.02647,upper_arm_link,arm_base_link
2.2001,0.193282,0.082835,-0.039884,-0.047553,0.000000,0.416856,0.081589,0.292144,0.02636,upper_arm_link,arm_base_link
2.2202,0.196350,0.082835,-0.044485,-0.049087,0.000000,0.416633,0.082873,0.294037,0.02635,upper_arm_link,arm_base_link
2.2401,0.197884,0.084369,-0.044485,-0.050621,0.000000,0.416787,0.083569,0.293628,0.02635,upper_arm_link,arm_base_link
2.2601,0.199418,0.085903,-0.044485,-0.050621,0.000000,0.416942,0.084265,0.292976,0.02635,upper_arm_link,arm_base_link
2.2802,0.200951,0.087437,-0.044485,-0.052155,0.000000,0.417092,0.084962,0.292567,0.02635,upper_arm_link,arm_base_link
2.3002,0.204019,0.088971,-0.044485,-0.053689,0.000000,0.417109,0.086299,0.292157,0.02639,upper_arm_link,arm_base_link
2.3202,0.205553,0.092039,-0.044485,-0.053689,0.000000,0.417537,0.087056,0.290849,0.02641,upper_arm_link,arm_base_link
2.3401,0.208621,0.095107,-0.044485,-0.053689,0.000000,0.417824,0.088454,0.289540,0.02648,upper_arm_link,arm_base_link
2.3601,0.210155,0.096641,-0.044485,-0.053689,0.000000,0.417965,0.089154,0.288884,0.02644,upper_arm_link,arm_base_link
2.3801,0.213223,0.098175,-0.044485,-0.055223,0.000000,0.417965,0.090495,0.288472,0.02646,upper_arm_link,arm_base_link
2.4001,0.216291,0.099709,-0.046019,-0.053689,0.000000,0.417976,0.091841,0.288122,0.02638,upper_arm_link,arm_base_link
2.4201,0.216291,0.102777,-0.044485,-0.055223,0.000000,0.418506,0.091958,0.286502,0.02639,upper_arm_link,arm_base_link
2.4401,0.217825,0.104311,-0.044485,-0.056757,0.000000,0.418637,0.092660,0.286087,0.02637,upper_arm_link,arm_base_link
2.4601,0.220893,0.104311,-0.044485,-0.056757,0.000000,0.418351,0.093944,0.286087,0.02634,upper_arm_link,arm_base_link
2.4801,0.223961,0.105845,-0.046019,-0.058291,0.000000,0.418351,0.095293,0.286222,0.02638,upper_arm_link,arm_base_link
2.5002,0.225495,0.107379,-0.046019,-0.061359,0.000000,0.418476,0.095997,0.286050,0.02642,upper_arm_link,arm_base_link
2.5202,0.227029,0.107379,-0.047553,-0.061359,0.000000,0.418346,0.096643,0.286600,0.02641,upper_arm_link,arm_base_link
2.5402,0.227029,0.108913,-0.049087,-0.061359,0.000000,0.418635,0.096710,0.286490,0.02637,upper_arm_link,arm_base_link
2.5601,0.230097,0.110447,-0.052155,-0.062893,0.000000,0.418641,0.098065,0.287173,0.02640,upper_arm_link,arm_base_link
2.5801,0.231631,0.113515,-0.058291,-0.062893,0.000000,0.419098,0.098850,0.288051,0.02646,upper_arm_link,arm_base_link
2.6001,0.233165,0.116583,-0.064427,-0.062893,0.000000,0.419549,0.099636,0.288928,0.02635,upper_arm_link,arm_base_link
2.6201,0.236233,0.119651,-0.072097,-0.062893,0.000000,0.419852,0.101070,0.290352,0.02638,upper_arm_link,arm_base_link
2.6401,0.237767,0.121184,-0.079767,-0.064427,0.000000,0.420014,0.101791,0.292681,0.02640,upper_arm_link,arm_base_link
2.6601,0.239301,0.121184,-0.087437,-0.064427,0.000000,0.419881,0.102441,0.295430,0.02640,upper_arm_link,arm_base_link
2.6801,0.240835,0.122718,-0.093573,-0.067495,0.000000,0.419998,0.103152,0.297452,0.02640,upper_arm_link,arm_base_link
2.7001,0.243903,0.122718,-0.098175,-0.069029,0.000000,0.419664,0.104437,0.299344,0.02636,upper_arm_link,arm_base_link
2.7201,0.246971,0.124252,-0.102777,-0.070563,0.000000,0.419609,0.105791,0.300573,0.02636,upper_arm_link,arm_base_link
2.7401,0.248505,0.124252,-0.107379,-0.072097,0.000000,0.419414,0.106426,0.302464,0.02636,upper_arm_link,arm_base_link
2.7601,0.250039,0.125786,-0.111981,-0.073631,0.000000,0.419504,0.107134,0.303692,0.02637,upper_arm_link,arm_base_link
2.7801,0.251573,0.125786,-0.116583,-0.075165,0.000000,0.419290,0.107765,0.305584,0.02636,upper_arm_link,arm_base_link
2.8002,0.254641,0.127320,-0.121184,-0.076699,0.000000,0.419199,0.109114,0.306810,0.02636,upper_arm_link,arm_base_link
2.8202,0.256175,0.128854,-0.125786,-0.076699,0.000000,0.419285,0.109823,0.307794,0.02637,upper_arm_link,arm_base_link
2.8401,0.257709,0.130388,-0.128854,-0.078233,0.000000,0.419366,0.110532,0.308470,0.02636,upper_arm_link,arm_base_link
2.8601,0.257709,0.133456,-0.131922,-0.079767,0.000000,0.419917,0.110677,0.308480,0.02639,upper_arm_link,arm_base_link
2.8802,0.260777,0.136524,-0.133456,-0.081301,0.000000,0.420142,0.112116,0.307939,0.02640,upper_arm_link,arm_base_link
2.9001,0.262311,0.139592,-0.133456,-0.081301,0.000000,0.420569,0.112922,0.306603,0.02635,upper_arm_link,arm_base_link
2.9201,0.263845,0.141126,-0.133456,-0.082835,0.000000,0.420676,0.113643,0.306178,0.02643,upper_arm_link,arm_base_link
2.9401,0.265379,0.144194,-0.133456,-0.082835,0.000000,0.421096,0.114449,0.304840,0.02636,upper_arm_link,arm_base_link
2.9601,0.266913,0.145728,-0.133456,-0.084369,0.000000,0.421198,0.115171,0.304413,0.02639,upper_arm_link,arm_base_link
2.9801,0.269981,0.150330,-0.133456,-0.084369,0.000000,0.421724,0.116707,0.302401,0.02643,upper_arm_link,arm_base_link
3.0001,0.269981,0.153398,-0.133456,-0.085903,0.000000,0.422291,0.116864,0.301301,0.02642,upper_arm_link,arm_base_link
3.0201,0.273049,0.154932,-0.133456,-0.085903,0.000000,0.422220,0.118240,0.300628,0.02637,upper_arm_link,arm_base_link
3.0401,0.274583,0.158000,-0.133456,-0.085903,0.000000,0.422614,0.119050,0.299282,0.02642,upper_arm_link,arm_base_link
3.0602,0.277651,0.159534,-0.133456,-0.085903,0.000000,0.422533,0.120427,0.298609,0.02643,upper_arm_link,arm_base_link
3.0802,0.279185,0.161068,-0.133456,-0.087437,0.000000,0.422620,0.121153,0.298177,0.02643,upper_arm_link,arm_base_link
3.1002,0.280719,0.162602,-0.133456,-0.087437,0.000000,0.422718,0.121883,0.297503,0.02642,upper_arm_link,arm_base_link
3.1201,0.283786,0.165670,-0.136524,-0.088971,0.000000,0.422885,0.123338,0.297494,0.02642,upper_arm_link,arm_base_link
3.1402,0.285320,0.167204,-0.139592,-0.088971,0.000000,0.422968,0.124066,0.297917,0.02641,upper_arm_link,arm_base_link
3.1602,0.286854,0.170272,-0.145728,-0.088971,0.000000,0.423318,0.124875,0.298761,0.02638,upper_arm_link,arm_base_link
3.1801,0.288388,0.174874,-0.156466,-0.088971,0.000000,0.423920,0.125760,0.300574,0.02640,upper_arm_link,arm_base_link
3.2001,0.289922,0.176408,-0.165670,-0.088971,0.000000,0.423938,0.126473,0.303192,0.02640,upper_arm_link,arm_base_link
3.2201,0.291456,0.177942,-0.173340,-0.092039,0.000000,0.423913,0.127174,0.305744,0.02640,upper_arm_link,arm_base_link
3.2401,0.291456,0.179476,-0.181010,-0.093573,0.000000,0.424085,0.127225,0.308052,0.02640,upper_arm_link,arm_base_link
3.2601,0.292990,0.181010,-0.185612,-0.095107,0.000000,0.424095,0.127938,0.309262,0.02640,upper_arm_link,arm_base_link
3.2801,0.294524,0.181010,-0.191748,-0.096641,0.000000,0.423769,0.128549,0.311699,0.02639,upper_arm_link,arm_base_link
3.3001,0.296058,0.182544,-0.196350,-0.098175,0.000000,0.423763,0.129257,0.312907,0.02641,upper_arm_link,arm_base_link
3.3201,0.297592,0.182544,-0.199418,-0.099709,0.000000,0.423476,0.129880,0.314245,0.02639,upper_arm_link,arm_base_link
3.3401,0.297592,0.182544,-0.204019,-0.101243,0.000000,0.423348,0.129841,0.316132,0.02639,upper_arm_link,arm_base_link
3.3602,0.299126,0.184078,-0.207087,-0.101243,0.000000,0.423388,0.130564,0.316548,0.02640,upper_arm_link,arm_base_link
3.3802,0.300660,0.185612,-0.211689,-0.102777,0.000000,0.423360,0.131267,0.317754,0.02640,upper_arm_link,arm_base_link
3.4001,0.302194,0.187146,-0.214757,-0.104311,0.000000,0.423364,0.131980,0.318411,0.02639,upper_arm_link,arm_base_link
3.4201,0.303728,0.191748,-0.219359,-0.104311,0.000000,0.423982,0.132887,0.318011,0.02641,upper_arm_link,arm_base_link
3.4401,0.303728,0.194816,-0.220893,-0.105845,0.000000,0.424536,0.133061,0.317436,0.02642,upper_arm_link,arm_base_link
3.4601,0.306796,0.199418,-0.225495,-0.105845,0.000000,0.424944,0.134622,0.317030,0.02645,upper_arm_link,arm_base_link
3.4801,0.308330,0.202485,-0.227029,-0.105845,0.000000,0.425318,0.135458,0.316210,0.02642,upper_arm_link,arm_base_link
3.5001,0.309864,0.205553,-0.228563,-0.107379,0.000000,0.425659,0.136287,0.315629,0.02645,upper_arm_link,arm_base_link
