mode,experiment,time,cmd_waist,cmd_shoulder,cmd_elbow,cmd_wrist_angle,cmd_wrist_rotate,q_waist,q_shoulder,q_elbow,q_wrist_angle,q_wrist_rotate,qd_waist,qd_shoulder,qd_elbow,qd_wrist_angle,qd_wrist_rotate,tau_waist,tau_shoulder,tau_elbow,tau_wrist_angle,tau_wrist_rotate,ee_x,ee_y,ee_z
intvelocity,step,0.7460,0.0,0.0,-0.5,0.0,0.0,0.0,0.007335,-0.328637,0.006985,0.0,-1e-06,-0.00047,-0.502594,0.00066,-0.0,-3.1e-05,-1.253689,-1.179507,-0.16919,-0.0,0.39215,0.0,0.422122
intvelocity,step,0.7480,0.0,0.0,-0.5,0.0,0.0,0.0,0.007334,-0.329642,0.006987,0.0,-1e-06,-0.000473,-0.502603,0.000651,-0.0,-3.1e-05,-1.253501,-1.179181,-0.169212,-0.0,0.392037,0.0,0.422464
intvelocity,step,0.7500,0.0,0.0,-0.5,0.0,0.0,0.0,0.007333,-0.330648,0.006988,0.0,-1e-06,-0.000476,-0.502611,0.000643,-0.0,-3.1e-05,-1.253312,-1.178854,-0.169233,-0.0,0.391924,0.0,0.422807
intvelocity,step,0.7520,0.0,0.0,-0.5,0.0,0.0,0.0,0.007332,-0.331653,0.006989,0.0,-1e-06,-0.000479,-0.502619,0.000635,-0.0,-3e-05,-1.253122,-1.178526,-0.169254,-0.0,0.39181,0.0,0.423149
intvelocity,step,0.7540,0.0,0.0,-0.5,0.0,0.0,0.0,0.007331,-0.332658,0.00699,0.0,-1e-06,-0.000482,-0.502627,0.000627,-0.0,-3e-05,-1.25293,-1.178196,-0.169275,-0.0,0.391696,0.0,0.423492
intvelocity,step,0.7560,0.0,0.0,-0.5,0.0,0.0,0.0,0.00733,-0.333663,0.006992,0.0,-1e-06,-0.000486,-0.502635,0.000619,-0.0,-3e-05,-1.252738,-1.177866,-0.169295,-0.0,0.391582,0.0,0.423834
intvelocity,step,0.7580,0.0,0.0,-0.5,0.0,0.0,0.0,0.007329,-0.334669,0.006993,0.0,-1e-06,-0.000489,-0.502643,0.000611,-0.0,-3e-05,-1.252545,-1.177535,-0.169315,-0.0,0.391467,0.0,0.424176
intvelocity,step,0.7600,0.0,0.0,-0.5,0.0,0.0,0.0,0.007328,-0.335674,0.006994,0.0,-1e-06,-0.000492,-0.502652,0.000602,-0.0,-3e-05,-1.25235,-1.177203,-0.169335,-0.0,0.391352,0.0,0.424518
intvelocity,step,0.7620,0.0,0.0,-0.5,0.0,0.0,0.0,0.007327,-0.336679,0.006995,0.0,-1e-06,-0.000495,-0.50266,0.000594,-0.0,-2.9e-05,-1.252155,-1.176871,-0.169354,-0.0,0.391237,0.0,0.42486
intvelocity,step,0.7640,0.0,0.0,-0.5,0.0,0.0,0.0,0.007326,-0.337685,0.006996,0.0,-1e-06,-0.000498,-0.502668,0.000586,-0.0,-2.9e-05,-1.251959,-1.176537,-0.169373,-0.0,0.391122,0.0,0.425201
intvelocity,step,0.7660,0.0,0.0,-0.5,0.0,0.0,0.0,0.007325,-0.33869,0.006998,0.0,-1e-06,-0.000501,-0.502676,0.000578,-0.0,-2.9e-05,-1.251761,-1.176202,-0.169391,-0.0,0.391006,0.0,0.425543
intvelocity,step,0.7680,0.0,0.0,-0.5,0.0,0.0,0.0,0.007324,-0.339695,0.006999,0.0,-1e-06,-0.000504,-0.502684,0.00057,-0.0,-2.9e-05,-1.251562,-1.175866,-0.169409,-0.0,0.390889,0.0,0.425884
intvelocity,step,0.7700,0.0,0.0,-0.5,0.0,0.0,0.0,0.007323,-0.340701,0.007,0.0,-1e-06,-0.000507,-0.502692,0.000562,-0.0,-2.8e-05,-1.251363,-1.17553,-0.169427,-0.0,0.390773,0.0,0.426226
intvelocity,step,0.7720,0.0,0.0,-0.5,0.0,0.0,0.0,0.007322,-0.341706,0.007001,0.0,-1e-06,-0.000511,-0.502701,0.000554,-0.0,-2.8e-05,-1.251162,-1.175192,-0.169445,-0.0,0.390656,0.0,0.426567
intvelocity,step,0.7740,0.0,0.0,-0.5,0.0,0.0,0.0,0.007321,-0.342712,0.007002,0.0,-1e-06,-0.000514,-0.502709,0.000546,-0.0,-2.8e-05,-1.25096,-1.174853,-0.169462,-0.0,0.390538,0.0,0.426908
intvelocity,step,0.7760,0.0,0.0,-0.5,0.0,0.0,0.0,0.00732,-0.343717,0.007003,0.0,-1e-06,-0.000517,-0.502717,0.000538,-0.0,-2.8e-05,-1.250758,-1.174514,-0.169478,-0.0,0.390421,0.0,0.427249
intvelocity,step,0.7780,0.0,0.0,-0.5,0.0,0.0,0.0,0.007319,-0.344722,0.007004,0.0,-1e-06,-0.00052,-0.502725,0.00053,-0.0,-2.8e-05,-1.250554,-1.174173,-0.169494,-0.0,0.390303,0.0,0.42759
intvelocity,step,0.7800,0.0,0.0,-0.5,0.0,0.0,0.0,0.007318,-0.345728,0.007005,0.0,-1e-06,-0.000523,-0.502733,0.000522,-0.0,-2.8e-05,-1.250349,-1.173832,-0.16951,-0.0,0.390184,0.0,0.427931
intvelocity,step,0.7820,0.0,0.0,-0.5,0.0,0.0,0.0,0.007317,-0.346733,0.007006,0.0,-1e-06,-0.000526,-0.502741,0.000514,-0.0,-2.7e-05,-1.250143,-1.17349,-0.169526,-0.0,0.390065,0.0,0.428272
intvelocity,step,0.7840,0.0,0.0,-0.5,0.0,0.0,0.0,0.007316,-0.347739,0.007007,0.0,-1e-06,-0.000529,-0.50275,0.000506,-0.0,-2.7e-05,-1.249936,-1.173146,-0.169541,-0.0,0.389946,0.0,0.428613
intvelocity,step,0.7860,0.0,0.0,-0.5,0.0,0.0,0.0,0.007315,-0.348744,0.007008,0.0,-1e-06,-0.000532,-0.502758,0.000498,-0.0,-2.7e-05,-1.249728,-1.172802,-0.169556,-0.0,0.389827,0.0,0.428953
intvelocity,step,0.7880,0.0,0.0,-0.5,0.0,0.0,0.0,0.007314,-0.34975,0.007009,0.0,-1e-06,-0.000535,-0.502766,0.00049,-0.0,-2.7e-05,-1.249519,-1.172457,-0.16957,-0.0,0.389707,0.0,0.429294
intvelocity,step,0.7900,0.0,0.0,-0.5,0.0,0.0,0.0,0.007313,-0.350756,0.00701,0.0,-1e-06,-0.000538,-0.502774,0.000482,-0.0,-2.7e-05,-1.249309,-1.172111,-0.169584,-0.0,0.389587,0.0,0.429634
intvelocity,step,0.7920,0.0,0.0,-0.5,0.0,0.0,0.0,0.007312,-0.351761,0.007011,0.0,-1e-06,-0.000542,-0.502782,0.000474,-0.0,-2.6e-05,-1.249097,-1.171764,-0.169598,-0.0,0.389466,0.0,0.429974
intvelocity,step,0.7940,0.0,0.0,-0.5,0.0,0.0,0.0,0.007311,-0.352767,0.007012,0.0,-1e-06,-0.000545,-0.50279,0.000466,-0.0,-2.6e-05,-1.248885,-1.171416,-0.169611,-0.0,0.389346,0.0,0.430314
intvelocity,step,0.7960,0.0,0.0,-0.5,0.0,0.0,0.0,0.00731,-0.353772,0.007013,0.0,-1e-06,-0.000548,-0.502798,0.000458,-0.0,-2.6e-05,-1.248672,-1.171067,-0.169624,-0.0,0.389224,0.0,0.430654
intvelocity,step,0.7980,0.0,0.0,-0.5,0.0,0.0,0.0,0.007308,-0.354778,0.007014,0.0,-1e-06,-0.000551,-0.502807,0.000451,-0.0,-2.6e-05,-1.248458,-1.170717,-0.169637,-0.0,0.389103,0.0,0.430994
intvelocity,step,0.8000,0.0,0.0,-0.5,0.0,0.0,0.0,0.007307,-0.355784,0.007015,0.0,-1e-06,-0.000554,-0.502815,0.000443,-0.0,-2.6e-05,-1.248242,-1.170366,-0.169649,-0.0,0.388981,0.0,0.431334
intvelocity,step,0.8020,0.0,0.0,-0.5,0.0,0.0,0.0,0.007306,-0.356789,0.007016,0.0,-1e-06,-0.000557,-0.502823,0.000435,-0.0,-2.6e-05,-1.248026,-1.170014,-0.169661,-0.0,0.388859,0.0,0.431674
intvelocity,step,0.8040,0.0,0.0,-0.5,0.0,0.0,0.0,0.007305,-0.357795,0.007017,0.0,-1e-06,-0.00056,-0.502831,0.000427,-0.0,-2.5e-05,-1.247808,-1.169662,-0.169673,-0.0,0.388736,0.0,0.432013
intvelocity,step,0.8060,0.0,0.0,-0.5,0.0,0.0,0.0,0.007304,-0.358801,0.007017,0.0,-1e-06,-0.000563,-0.502839,0.000419,-0.0,-2.5e-05,-1.24759,-1.169308,-0.169684,-0.0,0.388613,0.0,0.432353
intvelocity,step,0.8080,0.0,0.0,-0.5,0.0,0.0,0.0,0.007303,-0.359806,0.007018,0.0,-1e-06,-0.000566,-0.502847,0.000412,-0.0,-2.5e-05,-1.247371,-1.168953,-0.169695,-0.0,0.38849,0.0,0.432692
intvelocity,step,0.8100,0.0,0.0,-0.5,0.0,0.0,0.0,0.007302,-0.360812,0.007019,0.0,-1e-06,-0.000569,-0.502855,0.000404,-0.0,-2.5e-05,-1.24715,-1.168598,-0.169705,-0.0,0.388367,0.0,0.433031
intvelocity,step,0.8120,0.0,0.0,-0.5,0.0,0.0,0.0,0.007301,-0.361818,0.00702,0.0,-1e-06,-0.000572,-0.502863,0.000396,-0.0,-2.5e-05,-1.246928,-1.168241,-0.169715,-0.0,0.388243,0.0,0.43337
intvelocity,step,0.8140,0.0,0.0,-0.5,0.0,0.0,0.0,0.007299,-0.362823,0.007021,0.0,-1e-06,-0.000575,-0.502872,0.000388,-0.0,-2.4e-05,-1.246706,-1.167884,-0.169725,-0.0,0.388118,0.0,0.433709
intvelocity,step,0.8160,0.0,0.0,-0.5,0.0,0.0,0.0,0.007298,-0.363829,0.007021,0.0,-1e-06,-0.000579,-0.50288,0.000381,-0.0,-2.4e-05,-1.246482,-1.167526,-0.169734,-0.0,0.387994,0.0,0.434048
intvelocity,step,0.8180,0.0,0.0,-0.5,0.0,0.0,0.0,0.007297,-0.364835,0.007022,0.0,-1e-06,-0.000582,-0.502888,0.000373,-0.0,-2.4e-05,-1.246257,-1.167166,-0.169744,-0.0,0.387869,0.0,0.434387
intvelocity,step,0.8200,0.0,0.0,-0.5,0.0,0.0,0.0,0.007296,-0.365841,0.007023,0.0,-1e-06,-0.000585,-0.502896,0.000365,-0.0,-2.4e-05,-1.246032,-1.166806,-0.169752,-0.0,0.387743,0.0,0.434725
intvelocity,step,0.8220,0.0,0.0,-0.5,0.0,0.0,0.0,0.007295,-0.366847,0.007024,0.0,-1e-06,-0.000588,-0.502904,0.000358,-0.0,-2.4e-05,-1.245805,-1.166445,-0.169761,-0.0,0.387618,0.0,0.435064
intvelocity,step,0.8240,0.0,0.0,-0.5,0.0,0.0,0.0,0.007294,-0.367852,0.007024,0.0,-1e-06,-0.000591,-0.502912,0.00035,-0.0,-2.4e-05,-1.245577,-1.166083,-0.169769,-0.0,0.387492,0.0,0.435402
intvelocity,step,0.8260,0.0,0.0,-0.5,0.0,0.0,0.0,0.007292,-0.368858,0.007025,0.0,-1e-06,-0.000594,-0.50292,0.000342,-0.0,-2.3e-05,-1.245348,-1.16572,-0.169776,-0.0,0.387365,0.0,0.435741
intvelocity,step,0.8280,0.0,0.0,-0.5,0.0,0.0,0.0,0.007291,-0.369864,0.007026,0.0,-1e-06,-0.000597,-0.502928,0.000335,-0.0,-2.3e-05,-1.245118,-1.165356,-0.169784,-0.0,0.387239,0.0,0.436079
intvelocity,step,0.8300,0.0,0.0,-0.5,0.0,0.0,0.0,0.00729,-0.37087,0.007026,0.0,-1e-06,-0.0006,-0.502936,0.000327,-0.0,-2.3e-05,-1.244887,-1.164991,-0.16979,-0.0,0.387111,0.0,0.436417
intvelocity,step,0.8320,0.0,0.0,-0.5,0.0,0.0,0.0,0.007289,-0.371876,0.007027,0.0,-1e-06,-0.000603,-0.502944,0.00032,-0.0,-2.3e-05,-1.244656,-1.164625,-0.169797,-0.0,0.386984,0.0,0.436755
intvelocity,step,0.8340,0.0,0.0,-0.5,0.0,0.0,0.0,0.007288,-0.372882,0.007028,0.0,-1e-06,-0.000606,-0.502953,0.000312,-0.0,-2.3e-05,-1.244423,-1.164258,-0.169803,-0.0,0.386856,0.0,0.437093
intvelocity,step,0.8360,0.0,0.0,-0.5,0.0,0.0,0.0,0.007286,-0.373888,0.007028,0.0,-1e-06,-0.000609,-0.502961,0.000304,-0.0,-2.3e-05,-1.244189,-1.163891,-0.169809,-0.0,0.386728,0.0,0.43743
intvelocity,step,0.8380,0.0,0.0,-0.5,0.0,0.0,0.0,0.007285,-0.374894,0.007029,0.0,-1e-06,-0.000612,-0.502969,0.000297,-0.0,-2.3e-05,-1.243954,-1.163522,-0.169815,-0.0,0.3866,0.0,0.437768
intvelocity,step,0.8400,0.0,0.0,-0.5,0.0,0.0,0.0,0.007284,-0.3759,0.007029,0.0,-1e-06,-0.000615,-0.502977,0.000289,-0.0,-2.2e-05,-1.243717,-1.163152,-0.16982,-0.0,0.386471,0.0,0.438105
intvelocity,step,0.8420,0.0,0.0,-0.5,0.0,0.0,0.0,0.007283,-0.376905,0.00703,0.0,-1e-06,-0.000618,-0.502985,0.000282,-0.0,-2.2e-05,-1.24348,-1.162782,-0.169825,-0.0,0.386342,0.0,0.438443
intvelocity,step,0.8440,0.0,0.0,-0.5,0.0,0.0,0.0,0.007281,-0.377911,0.00703,0.0,-1e-06,-0.000621,-0.502993,0.000274,-0.0,-2.2e-05,-1.243242,-1.16241,-0.169829,-0.0,0.386212,0.0,0.43878
intvelocity,step,0.8460,0.0,0.0,-0.5,0.0,0.0,0.0,0.00728,-0.378917,0.007031,0.0,-1e-06,-0.000624,-0.503001,0.000267,-0.0,-2.2e-05,-1.243003,-1.162038,-0.169833,-0.0,0.386083,0.0,0.439117
intvelocity,step,0.8480,0.0,0.0,-0.5,0.0,0.0,0.0,0.007279,-0.379923,0.007031,0.0,-1e-06,-0.000627,-0.503009,0.000259,-0.0,-2.2e-05,-1.242763,-1.161665,-0.169837,-0.0,0.385952,0.0,0.439454
intvelocity,step,0.8500,0.0,0.0,-0.5,0.0,0.0,0.0,0.007278,-0.38093,0.007032,0.0,-1e-06,-0.00063,-0.503017,0.000252,-0.0,-2.2e-05,-1.242522,-1.16129,-0.169841,-0.0,0.385822,0.0,0.439791
intvelocity,step,0.8520,0.0,0.0,-0.5,0.0,0.0,0.0,0.007276,-0.381936,0.007032,0.0,-1e-06,-0.000634,-0.503025,0.000244,-0.0,-2.1e-05,-1.242279,-1.160915,-0.169844,-0.0,0.385691,0.0,0.440127
intvelocity,step,0.8540,0.0,0.0,-0.5,0.0,0.0,0.0,0.007275,-0.382942,0.007033,0.0,-1e-06,-0.000637,-0.503033,0.000237,-0.0,-2.1e-05,-1.242036,-1.160539,-0.169847,-0.0,0.38556,0.0,0.440464
intvelocity,step,0.8560,0.0,0.0,-0.5,0.0,0.0,0.0,0.007274,-0.383948,0.007033,0.0,-1e-06,-0.00064,-0.503041,0.000229,-0.0,-2.1e-05,-1.241792,-1.160162,-0.169849,-0.0,0.385428,0.0,0.440801
intvelocity,step,0.8580,0.0,0.0,-0.5,0.0,0.0,0.0,0.007273,-0.384954,0.007034,0.0,-1e-06,-0.000643,-0.503049,0.000222,-0.0,-2.1e-05,-1.241547,-1.159784,-0.169851,-0.0,0.385296,0.0,0.441137
intvelocity,step,0.8600,0.0,0.0,-0.5,0.0,0.0,0.0,0.007271,-0.38596,0.007034,0.0,-1e-06,-0.000646,-0.503057,0.000215,-0.0,-2.1e-05,-1.2413,-1.159405,-0.169853,-0.0,0.385164,0.0,0.441473
intvelocity,step,0.8620,0.0,0.0,-0.5,0.0,0.0,0.0,0.00727,-0.386966,0.007035,0.0,-0.0,-0.000649,-0.503066,0.000207,-0.0,-2.1e-05,-1.241053,-1.159025,-0.169854,-0.0,0.385032,0.0,0.441809
intvelocity,step,0.8640,0.0,0.0,-0.5,0.0,0.0,0.0,0.007269,-0.387972,0.007035,0.0,-0.0,-0.000652,-0.503074,0.0002,-0.0,-2.1e-05,-1.240805,-1.158644,-0.169856,-0.0,0.384899,0.0,0.442145
intvelocity,step,0.8660,0.0,0.0,-0.5,0.0,0.0,0.0,0.007267,-0.388978,0.007035,0.0,-0.0,-0.000655,-0.503082,0.000193,-0.0,-2e-05,-1.240555,-1.158263,-0.169856,-0.0,0.384766,0.0,0.442481
intvelocity,step,0.8680,0.0,0.0,-0.5,0.0,0.0,0.0,0.007266,-0.389985,0.007036,0.0,-0.0,-0.000658,-0.50309,0.000185,-0.0,-2e-05,-1.240305,-1.15788,-0.169857,-0.0,0.384632,0.0,0.442817
intvelocity,step,0.8700,0.0,0.0,-0.5,0.0,0.0,0.0,0.007265,-0.390991,0.007036,0.0,-0.0,-0.000661,-0.503098,0.000178,-0.0,-2e-05,-1.240053,-1.157496,-0.169857,-0.0,0.384498,0.0,0.443153
intvelocity,step,0.8720,0.0,0.0,-0.5,0.0,0.0,0.0,0.007263,-0.391997,0.007037,0.0,-0.0,-0.000664,-0.503106,0.000171,-0.0,-2e-05,-1.239801,-1.157112,-0.169856,-0.0,0.384364,0.0,0.443488
intvelocity,step,0.8740,0.0,0.0,-0.5,0.0,0.0,0.0,0.007262,-0.393003,0.007037,0.0,-0.0,-0.000667,-0.503114,0.000163,-0.0,-2e-05,-1.239547,-1.156727,-0.169856,-0.0,0.384229,0.0,0.443823
intvelocity,step,0.8760,0.0,0.0,-0.5,0.0,0.0,0.0,0.007261,-0.394009,0.007037,0.0,-0.0,-0.00067,-0.503122,0.000156,-0.0,-2e-05,-1.239293,-1.15634,-0.169855,-0.0,0.384094,0.0,0.444159
intvelocity,step,0.8780,0.0,0.0,-0.5,0.0,0.0,0.0,0.007259,-0.395016,0.007037,0.0,-0.0,-0.000673,-0.50313,0.000149,-0.0,-2e-05,-1.239037,-1.155953,-0.169854,-0.0,0.383959,0.0,0.444494
intvelocity,step,0.8800,0.0,0.0,-0.5,0.0,0.0,0.0,0.007258,-0.396022,0.007038,0.0,-0.0,-0.000676,-0.503138,0.000141,-0.0,-2e-05,-1.238781,-1.155565,-0.169852,-0.0,0.383823,0.0,0.444829
intvelocity,step,0.8820,0.0,0.0,-0.5,0.0,0.0,0.0,0.007257,-0.397028,0.007038,0.0,-0.0,-0.000679,-0.503146,0.000134,-0.0,-1.9e-05,-1.238523,-1.155175,-0.16985,-0.0,0.383687,0.0,0.445164
intvelocity,step,0.8840,0.0,0.0,-0.5,0.0,0.0,0.0,0.007255,-0.398035,0.007038,0.0,-0.0,-0.000682,-0.503154,0.000127,-0.0,-1.9e-05,-1.238265,-1.154785,-0.169848,-0.0,0.383551,0.0,0.445498
intvelocity,step,0.8860,0.0,0.0,-0.5,0.0,0.0,0.0,0.007254,-0.399041,0.007038,0.0,-0.0,-0.000685,-0.503162,0.00012,-0.0,-1.9e-05,-1.238005,-1.154394,-0.169845,-0.0,0.383414,0.0,0.445833
intvelocity,step,0.8880,0.0,0.0,-0.5,0.0,0.0,0.0,0.007253,-0.400047,0.007039,0.0,-0.0,-0.000688,-0.50317,0.000112,-0.0,-1.9e-05,-1.237744,-1.154002,-0.169842,-0.0,0.383277,0.0,0.446167
intvelocity,step,0.8900,0.0,0.0,-0.5,0.0,0.0,0.0,0.007251,-0.401054,0.007039,0.0,-0.0,-0.000691,-0.503178,0.000105,-0.0,-1.9e-05,-1.237483,-1.15361,-0.169839,-0.0,0.38314,0.0,0.446502
intvelocity,step,0.8920,0.0,0.0,-0.5,0.0,0.0,0.0,0.00725,-0.40206,0.007039,0.0,-0.0,-0.000694,-0.503186,9.8e-05,-0.0,-1.9e-05,-1.23722,-1.153216,-0.169835,-0.0,0.383002,0.0,0.446836
intvelocity,step,0.8940,0.0,0.0,-0.5,0.0,0.0,0.0,0.007248,-0.403066,0.007039,0.0,-0.0,-0.000697,-0.503194,9.1e-05,-0.0,-1.9e-05,-1.236956,-1.152821,-0.169831,-0.0,0.382864,0.0,0.44717
intvelocity,step,0.8960,0.0,0.0,-0.5,0.0,0.0,0.0,0.007247,-0.404073,0.007039,0.0,-0.0,-0.0007,-0.503202,8.4e-05,-0.0,-1.8e-05,-1.236692,-1.152425,-0.169827,-0.0,0.382726,0.0,0.447504
intvelocity,step,0.8980,0.0,0.0,-0.5,0.0,0.0,0.0,0.007246,-0.405079,0.00704,0.0,-0.0,-0.000703,-0.50321,7.7e-05,-0.0,-1.8e-05,-1.236426,-1.152029,-0.169823,-0.0,0.382587,0.0,0.447838
intvelocity,step,0.9000,0.0,0.0,-0.5,0.0,0.0,0.0,0.007244,-0.406086,0.00704,0.0,-0.0,-0.000706,-0.503218,6.9e-05,-0.0,-1.8e-05,-1.236159,-1.151631,-0.169818,-0.0,0.382448,0.0,0.448172
intvelocity,step,0.9020,0.0,0.0,-0.5,0.0,0.0,0.0,0.007243,-0.407092,0.00704,0.0,-0.0,-0.000709,-0.503226,6.2e-05,-0.0,-1.8e-05,-1.235891,-1.151233,-0.169812,-0.0,0.382308,0.0,0.448505
intvelocity,step,0.9040,0.0,0.0,-0.5,0.0,0.0,0.0,0.007241,-0.408099,0.00704,0.0,-0.0,-0.000712,-0.503234,5.5e-05,-0.0,-1.8e-05,-1.235623,-1.150833,-0.169807,-0.0,0.382169,0.0,0.448839
intvelocity,step,0.9060,0.0,0.0,-0.5,0.0,0.0,0.0,0.00724,-0.409105,0.00704,0.0,-0.0,-0.000715,-0.503242,4.8e-05,-0.0,-1.8e-05,-1.235353,-1.150433,-0.169801,-0.0,0.382029,0.0,0.449172
intvelocity,step,0.9080,0.0,0.0,-0.5,0.0,0.0,0.0,0.007238,-0.410112,0.00704,0.0,-0.0,-0.000718,-0.50325,4.1e-05,-0.0,-1.8e-05,-1.235082,-1.150032,-0.169795,-0.0,0.381888,0.0,0.449505
intvelocity,step,0.9100,0.0,0.0,-0.5,0.0,0.0,0.0,0.007237,-0.411118,0.00704,0.0,-0.0,-0.000721,-0.503258,3.4e-05,-0.0,-1.8e-05,-1.23481,-1.14963,-0.169788,-0.0,0.381747,0.0,0.449838
intvelocity,step,0.9120,0.0,0.0,-0.5,0.0,0.0,0.0,0.007236,-0.412125,0.00704,0.0,-0.0,-0.000724,-0.503266,2.7e-05,-0.0,-1.8e-05,-1.234538,-1.149227,-0.169781,-0.0,0.381606,0.0,0.450171
intvelocity,step,0.9140,0.0,0.0,-0.5,0.0,0.0,0.0,0.007234,-0.413131,0.00704,0.0,-0.0,-0.000727,-0.503274,2e-05,-0.0,-1.7e-05,-1.234264,-1.148823,-0.169774,-0.0,0.381465,0.0,0.450504
intvelocity,step,0.9160,0.0,0.0,-0.5,0.0,0.0,0.0,0.007233,-0.414138,0.00704,0.0,-0.0,-0.00073,-0.503282,1.3e-05,-0.0,-1.7e-05,-1.233989,-1.148418,-0.169766,-0.0,0.381323,0.0,0.450837
intvelocity,step,0.9180,0.0,0.0,-0.5,0.0,0.0,0.0,0.007231,-0.415144,0.00704,0.0,-0.0,-0.000733,-0.50329,6e-06,-0.0,-1.7e-05,-1.233713,-1.148012,-0.169759,-0.0,0.381181,0.0,0.451169
intvelocity,step,0.9200,0.0,0.0,-0.5,0.0,0.0,0.0,0.00723,-0.416151,0.00704,0.0,-0.0,-0.000736,-0.503298,-1e-06,-0.0,-1.7e-05,-1.233436,-1.147605,-0.16975,-0.0,0.381038,0.0,0.451502
intvelocity,step,0.9220,0.0,0.0,-0.5,0.0,0.0,0.0,0.007228,-0.417157,0.00704,0.0,-0.0,-0.000739,-0.503306,-8e-06,-0.0,-1.7e-05,-1.233159,-1.147198,-0.169742,-0.0,0.380896,0.0,0.451834
intvelocity,step,0.9240,0.0,0.0,-0.5,0.0,0.0,0.0,0.007227,-0.418164,0.00704,0.0,-0.0,-0.000742,-0.503314,-1.5e-05,-0.0,-1.7e-05,-1.23288,-1.146789,-0.169733,-0.0,0.380752,0.0,0.452166
intvelocity,step,0.9260,0.0,0.0,-0.5,0.0,0.0,0.0,0.007225,-0.419171,0.00704,0.0,-0.0,-0.000745,-0.503322,-2.2e-05,-0.0,-1.7e-05,-1.2326,-1.14638,-0.169724,-0.0,0.380609,0.0,0.452498
intvelocity,step,0.9280,0.0,0.0,-0.5,0.0,0.0,0.0,0.007224,-0.420177,0.00704,0.0,-0.0,-0.000748,-0.50333,-2.9e-05,-0.0,-1.7e-05,-1.232319,-1.145969,-0.169714,-0.0,0.380465,0.0,0.45283
intvelocity,step,0.9300,0.0,0.0,-0.5,0.0,0.0,0.0,0.007222,-0.421184,0.00704,0.0,-0.0,-0.000751,-0.503338,-3.6e-05,-0.0,-1.6e-05,-1.232037,-1.145558,-0.169705,-0.0,0.380321,0.0,0.453161
intvelocity,step,0.9320,0.0,0.0,-0.5,0.0,0.0,0.0,0.007221,-0.422191,0.00704,0.0,-0.0,-0.000754,-0.503346,-4.3e-05,-0.0,-1.6e-05,-1.231754,-1.145146,-0.169694,-0.0,0.380176,0.0,0.453493
intvelocity,step,0.9340,0.0,0.0,-0.5,0.0,0.0,0.0,0.007219,-0.423197,0.00704,0.0,-0.0,-0.000757,-0.503354,-5e-05,-0.0,-1.6e-05,-1.23147,-1.144732,-0.169684,-0.0,0.380031,0.0,0.453825
intvelocity,step,0.9360,0.0,0.0,-0.5,0.0,0.0,0.0,0.007218,-0.424204,0.00704,0.0,-0.0,-0.00076,-0.503362,-5.7e-05,-0.0,-1.6e-05,-1.231186,-1.144318,-0.169673,-0.0,0.379886,0.0,0.454156
intvelocity,step,0.9380,0.0,0.0,-0.5,0.0,0.0,0.0,0.007216,-0.425211,0.00704,0.0,-0.0,-0.000763,-0.50337,-6.4e-05,-0.0,-1.6e-05,-1.2309,-1.143903,-0.169662,-0.0,0.379741,0.0,0.454487
intvelocity,step,0.9400,0.0,0.0,-0.5,0.0,0.0,0.0,0.007215,-0.426218,0.00704,0.0,-0.0,-0.000765,-0.503378,-7.1e-05,-0.0,-1.6e-05,-1.230613,-1.143487,-0.169651,-0.0,0.379595,0.0,0.454818
intvelocity,step,0.9420,0.0,0.0,-0.5,0.0,0.0,0.0,0.007213,-0.427224,0.007039,0.0,-0.0,-0.000768,-0.503386,-7.8e-05,-0.0,-1.6e-05,-1.230325,-1.14307,-0.169639,-0.0,0.379449,0.0,0.455149
intvelocity,step,0.9440,0.0,0.0,-0.5,0.0,0.0,0.0,0.007212,-0.428231,0.007039,0.0,-0.0,-0.000771,-0.503394,-8.4e-05,-0.0,-1.6e-05,-1.230036,-1.142653,-0.169627,-0.0,0.379302,0.0,0.45548
intvelocity,step,0.9460,0.0,0.0,-0.5,0.0,0.0,0.0,0.00721,-0.429238,0.007039,0.0,-0.0,-0.000774,-0.503401,-9.1e-05,-0.0,-1.6e-05,-1.229746,-1.142234,-0.169615,-0.0,0.379155,0.0,0.45581
intvelocity,step,0.9480,0.0,0.0,-0.5,0.0,0.0,0.0,0.007209,-0.430245,0.007039,0.0,-0.0,-0.000777,-0.503409,-9.8e-05,-0.0,-1.5e-05,-1.229455,-1.141814,-0.169602,-0.0,0.379008,0.0,0.456141
intvelocity,step,0.9500,0.0,0.0,-0.5,0.0,0.0,0.0,0.007207,-0.431252,0.007039,0.0,-0.0,-0.00078,-0.503417,-0.000105,-0.0,-1.5e-05,-1.229163,-1.141394,-0.169589,-0.0,0.37886,0.0,0.456471
intvelocity,step,0.9520,0.0,0.0,-0.5,0.0,0.0,0.0,0.007205,-0.432259,0.007038,0.0,-0.0,-0.000783,-0.503425,-0.000112,-0.0,-1.5e-05,-1.228871,-1.140972,-0.169576,-0.0,0.378713,0.0,0.456801
intvelocity,step,0.9540,0.0,0.0,-0.5,0.0,0.0,0.0,0.007204,-0.433265,0.007038,0.0,-0.0,-0.000786,-0.503433,-0.000119,-0.0,-1.5e-05,-1.228577,-1.14055,-0.169562,-0.0,0.378564,0.0,0.457131
