mode,experiment,time,cmd_waist,cmd_shoulder,cmd_elbow,cmd_wrist_angle,cmd_wrist_rotate,q_waist,q_shoulder,q_elbow,q_wrist_angle,q_wrist_rotate,qd_waist,qd_shoulder,qd_elbow,qd_wrist_angle,qd_wrist_rotate,tau_waist,tau_shoulder,tau_elbow,tau_wrist_angle,tau_wrist_rotate,ee_x,ee_y,ee_z
intvelocity,hold,0.0000,0.0,0.0,0.0,0.0,0.0,0.0,2.9e-05,6e-05,6e-06,0.0,1e-06,0.014358,0.030039,0.002801,0.0,0.0,0.0,0.0,0.0,0.0,0.408575,0.0,0.31065
intvelocity,hold,0.0020,0.0,0.0,0.0,0.0,0.0,0.0,8.3e-05,0.000174,1.6e-05,0.0,2e-06,0.027033,0.056763,0.005084,0.0,-1.1e-05,-0.128004,-0.091035,-0.003514,-0.0,0.408581,0.0,0.310616
intvelocity,hold,0.0040,0.0,0.0,0.0,0.0,0.0,0.0,0.000159,0.000334,3e-05,0.0,3e-06,0.038173,0.080396,0.006938,0.0,-1.9e-05,-0.24592,-0.175526,-0.006512,-0.0,0.408592,0.0,0.310551
intvelocity,hold,0.0060,0.0,0.0,0.0,0.0,0.0,0.0,0.000255,0.000537,4.7e-05,0.0,3e-06,0.047909,0.101159,0.008437,0.0,-2.5e-05,-0.354496,-0.253764,-0.009082,-0.0,0.408607,0.0,0.31046
intvelocity,hold,0.0080,0.0,0.0,0.0,0.0,0.0,0.0,0.000368,0.000775,6.6e-05,0.0,3e-06,0.056364,0.119267,0.009645,1e-06,-2.9e-05,-0.454388,-0.326058,-0.011297,-1e-06,0.408626,0.0,0.310346
intvelocity,hold,0.0100,0.0,0.0,0.0,0.0,0.0,0.0,0.000495,0.001045,8.7e-05,0.0,3e-06,0.063646,0.134929,0.010611,1e-06,-3.2e-05,-0.546186,-0.392727,-0.013218,-1e-06,0.408648,0.0,0.310211
intvelocity,hold,0.0120,0.0,0.0,0.0,0.0,0.0,0.0,0.000635,0.001342,0.00011,0.0,3e-06,0.069856,0.148341,0.01138,1e-06,-3.3e-05,-0.630427,-0.454091,-0.014895,-1e-06,0.408674,0.0,0.310059
intvelocity,hold,0.0140,0.0,0.0,0.0,0.0,0.0,0.0,0.000785,0.001661,0.000134,0.0,3e-06,0.075087,0.159692,0.011986,0.0,-3.4e-05,-0.707612,-0.510464,-0.016371,-1e-06,0.408701,0.0,0.309892
intvelocity,hold,0.0160,0.0,0.0,0.0,0.0,0.0,0.0,0.000944,0.001999,0.00016,0.0,3e-06,0.079403,0.169076,0.012943,0.0,-3.4e-05,-0.778205,-0.562155,-0.017681,-1e-06,0.408731,0.0,0.309712
intvelocity,hold,0.0180,0.0,0.0,0.0,0.0,0.0,0.0,0.001109,0.002352,0.00019,0.0,3e-06,0.082835,0.176514,0.015192,0.0,-3.4e-05,-0.842421,-0.609207,-0.019459,-1e-06,0.408762,0.0,0.309522
intvelocity,hold,0.0200,0.0,0.0,0.0,0.0,0.0,0.0,0.00128,0.002717,0.000227,0.0,2e-06,0.085485,0.182267,0.01834,0.0,-3.2e-05,-0.900249,-0.651457,-0.022904,-1e-06,0.408795,0.0,0.309323
intvelocity,hold,0.0220,0.0,0.0,0.0,0.0,0.0,0.0,0.001455,0.00309,0.000271,0.0,2e-06,0.087443,0.186556,0.022072,0.0,-3.1e-05,-0.952273,-0.689468,-0.027584,-1e-06,0.408828,0.0,0.309117
intvelocity,hold,0.0240,0.0,0.0,0.0,0.0,0.0,0.0,0.001633,0.003469,0.000323,0.0,2e-06,0.08879,0.189567,0.026137,0.0,-2.9e-05,-0.999034,-0.723708,-0.033149,-1e-06,0.408862,0.0,0.308904
intvelocity,hold,0.0260,0.0,0.0,0.0,0.0,0.0,0.0,0.001812,0.003852,0.000384,0.0,1e-06,0.089601,0.191463,0.030339,0.0,-2.6e-05,-1.041028,-0.754579,-0.039312,-1e-06,0.408897,0.0,0.308687
intvelocity,hold,0.0280,0.0,0.0,0.0,0.0,0.0,0.0,0.001992,0.004237,0.000453,0.0,1e-06,0.089942,0.192383,0.034526,0.0,-2.3e-05,-1.078704,-0.78242,-0.045843,-0.0,0.408931,0.0,0.308467
intvelocity,hold,0.0300,0.0,0.0,0.0,0.0,0.0,0.0,0.002172,0.004622,0.00053,0.0,1e-06,0.089872,0.192451,0.038579,0.0,-2.1e-05,-1.112466,-0.807526,-0.052557,-0.0,0.408966,0.0,0.308245
intvelocity,hold,0.0320,0.0,0.0,0.0,0.0,0.0,0.0,0.00235,0.005005,0.000615,0.0,0.0,0.089443,0.191772,0.042412,0.0,-1.8e-05,-1.14268,-0.830155,-0.059306,-0.0,0.409,0.0,0.308021
intvelocity,hold,0.0340,0.0,0.0,0.0,0.0,0.0,0.0,0.002528,0.005386,0.000707,0.0,-0.0,0.088702,0.190442,0.045962,0.0,-1.5e-05,-1.169673,-0.850531,-0.065973,-0.0,0.409035,0.0,0.307797
intvelocity,hold,0.0360,0.0,0.0,0.0,0.0,0.0,0.0,0.002703,0.005763,0.000805,0.0,-0.0,0.087691,0.188544,0.049183,0.0,-1.3e-05,-1.193738,-0.868853,-0.07247,-0.0,0.409068,0.0,0.307573
intvelocity,hold,0.0380,0.0,0.0,0.0,0.0,0.0,0.0,0.002876,0.006136,0.000909,0.0,-1e-06,0.086447,0.186151,0.052047,0.0,-1e-05,-1.215139,-0.885297,-0.078726,-0.0,0.409101,0.0,0.307351
intvelocity,hold,0.0400,0.0,0.0,0.0,0.0,0.0,0.0,0.003046,0.006502,0.001018,0.0,-1e-06,0.085003,0.183331,0.05454,-0.0,-8e-06,-1.234114,-0.900024,-0.084691,-0.0,0.409134,0.0,0.30713
intvelocity,hold,0.0420,0.0,0.0,0.0,0.0,0.0,0.0,0.003213,0.006862,0.001132,0.0,-1e-06,0.083387,0.180141,0.056654,-0.0,-6e-06,-1.250878,-0.913174,-0.090327,-0.0,0.409166,0.0,0.306912
intvelocity,hold,0.0440,0.0,0.0,0.0,0.0,0.0,0.0,0.003376,0.007216,0.001248,0.0,-1e-06,0.081628,0.176636,0.058393,-0.0,-4e-06,-1.265623,-0.924877,-0.095609,-0.0,0.409197,0.0,0.306696
intvelocity,hold,0.0460,0.0,0.0,0.0,0.0,0.0,0.0,0.003536,0.007561,0.001368,0.0,-1e-06,0.079747,0.172861,0.059764,-0.0,-2e-06,-1.278526,-0.935251,-0.100521,-0.0,0.409228,0.0,0.306484
intvelocity,hold,0.0480,0.0,0.0,0.0,0.0,0.0,0.0,0.003691,0.007899,0.001489,0.0,-1e-06,0.077766,0.168861,0.060781,-0.0,-1e-06,-1.289747,-0.944401,-0.105057,-0.0,0.409257,0.0,0.306276
intvelocity,hold,0.0500,0.0,0.0,0.0,0.0,0.0,0.0,0.003843,0.008229,0.001612,0.0,-1e-06,0.075703,0.164673,0.061459,-0.0,1e-06,-1.299429,-0.952427,-0.109213,-0.0,0.409286,0.0,0.306072
intvelocity,hold,0.0520,0.0,0.0,0.0,0.0,0.0,0.0,0.00399,0.008549,0.001736,0.0,-1e-06,0.073576,0.160332,0.061818,-0.0,2e-06,-1.307707,-0.959418,-0.112995,-0.0,0.409314,0.0,0.305872
intvelocity,hold,0.0540,0.0,0.0,0.0,0.0,0.0,0.0,0.004133,0.008861,0.00186,0.0,-2e-06,0.071399,0.15587,0.061878,-0.0,3e-06,-1.314701,-0.965457,-0.116408,-0.0,0.409341,0.0,0.305678
intvelocity,hold,0.0560,0.0,0.0,0.0,0.0,0.0,0.0,0.004271,0.009164,0.001983,0.0,-2e-06,0.069186,0.151313,0.061661,-0.0,4e-06,-1.320524,-0.97062,-0.119465,-0.0,0.409367,0.0,0.305488
intvelocity,hold,0.0580,0.0,0.0,0.0,0.0,0.0,0.0,0.004405,0.009457,0.002106,0.0,-2e-06,0.066949,0.146689,0.06119,-0.0,5e-06,-1.325277,-0.97498,-0.122177,-0.0,0.409392,0.0,0.305303
intvelocity,hold,0.0600,0.0,0.0,0.0,0.0,0.0,0.0,0.004534,0.009741,0.002226,0.0,-2e-06,0.064698,0.142018,0.060486,-0.0,6e-06,-1.329055,-0.978602,-0.124558,0.0,0.409416,0.0,0.305124
intvelocity,hold,0.0620,0.0,0.0,0.0,0.0,0.0,0.0,0.004659,0.010016,0.002346,0.0,-2e-06,0.062444,0.137323,0.059571,-0.0,6e-06,-1.331946,-0.981546,-0.126626,0.0,0.409439,0.0,0.30495
intvelocity,hold,0.0640,0.0,0.0,0.0,0.0,0.0,0.0,0.00478,0.010281,0.002463,0.0,-2e-06,0.060193,0.132622,0.058469,-0.0,7e-06,-1.334029,-0.983871,-0.128396,0.0,0.409462,0.0,0.304781
intvelocity,hold,0.0660,0.0,0.0,0.0,0.0,0.0,0.0,0.004895,0.010537,0.002577,0.0,-2e-06,0.057955,0.12793,0.057198,-0.0,7e-06,-1.335379,-0.985629,-0.129886,0.0,0.409483,0.0,0.304618
intvelocity,hold,0.0680,0.0,0.0,0.0,0.0,0.0,0.0,0.005007,0.010783,0.002689,0.0,-1e-06,0.055736,0.123264,0.055781,-0.0,7e-06,-1.336066,-0.98687,-0.131112,0.0,0.409504,0.0,0.304461
intvelocity,hold,0.0700,0.0,0.0,0.0,0.0,0.0,0.0,0.005114,0.011021,0.002797,0.0,-1e-06,0.053541,0.118635,0.054235,-0.0,8e-06,-1.336152,-0.987639,-0.132092,0.0,0.409524,0.0,0.304309
intvelocity,hold,0.0720,0.0,0.0,0.0,0.0,0.0,0.0,0.005217,0.011249,0.002902,0.0,-1e-06,0.051377,0.114057,0.05258,-0.0,8e-06,-1.335698,-0.98798,-0.132843,0.0,0.409543,0.0,0.304163
intvelocity,hold,0.0740,0.0,0.0,0.0,0.0,0.0,0.0,0.005315,0.011468,0.003004,0.0,-1e-06,0.049246,0.109539,0.050833,-0.0,8e-06,-1.334757,-0.987933,-0.133383,0.0,0.409561,0.0,0.304022
intvelocity,hold,0.0760,0.0,0.0,0.0,0.0,0.0,0.0,0.00541,0.011678,0.003102,0.0,-1e-06,0.047154,0.105091,0.049009,-0.0,8e-06,-1.333382,-0.987536,-0.133726,0.0,0.409578,0.0,0.303887
intvelocity,hold,0.0780,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.011879,0.003196,0.0,-1e-06,0.045104,0.10072,0.047124,-0.0,8e-06,-1.331618,-0.986823,-0.13389,0.0,0.409595,0.0,0.303758
intvelocity,hold,0.0800,0.0,0.0,0.0,0.0,0.0,0.0,0.005586,0.012072,0.003286,0.0,-1e-06,0.043099,0.096434,0.045192,-0.0,8e-06,-1.329511,-0.985827,-0.133889,0.0,0.40961,0.0,0.303634
intvelocity,hold,0.0820,0.0,0.0,0.0,0.0,0.0,0.0,0.005668,0.012257,0.003373,0.0,-1e-06,0.041141,0.092239,0.043226,-0.0,8e-06,-1.3271,-0.984578,-0.133739,0.0,0.409625,0.0,0.303515
intvelocity,hold,0.0840,0.0,0.0,0.0,0.0,0.0,0.0,0.005747,0.012433,0.003455,0.0,-1e-06,0.039232,0.08814,0.041238,-0.0,8e-06,-1.324422,-0.983105,-0.133452,0.0,0.40964,0.0,0.303402
intvelocity,hold,0.0860,0.0,0.0,0.0,0.0,0.0,0.0,0.005821,0.012601,0.003534,0.0,-1e-06,0.037375,0.084141,0.039238,-0.0,8e-06,-1.321513,-0.981434,-0.133042,0.0,0.409653,0.0,0.303293
intvelocity,hold,0.0880,0.0,0.0,0.0,0.0,0.0,0.0,0.005893,0.012762,0.003608,0.0,-1e-06,0.03557,0.080246,0.037237,-0.0,8e-06,-1.318405,-0.979589,-0.132523,0.0,0.409666,0.0,0.30319
intvelocity,hold,0.0900,0.0,0.0,0.0,0.0,0.0,0.0,0.00596,0.012915,0.003679,0.0,-1e-06,0.033818,0.076459,0.035244,-0.0,8e-06,-1.315127,-0.977593,-0.131905,0.0,0.409679,0.0,0.303091
intvelocity,hold,0.0920,0.0,0.0,0.0,0.0,0.0,0.0,0.006024,0.01306,0.003745,0.0,-1e-06,0.03212,0.07278,0.033266,-0.0,7e-06,-1.311707,-0.975467,-0.131201,0.0,0.40969,0.0,0.302998
intvelocity,hold,0.0940,0.0,0.0,0.0,0.0,0.0,0.0,0.006085,0.013199,0.003808,0.0,-1e-06,0.030478,0.069212,0.031311,-0.0,7e-06,-1.308169,-0.973231,-0.13042,0.0,0.409701,0.0,0.302908
intvelocity,hold,0.0960,0.0,0.0,0.0,0.0,0.0,-0.0,0.006143,0.01333,0.003867,0.0,-1e-06,0.02889,0.065757,0.029386,-0.0,7e-06,-1.304538,-0.970902,-0.129572,0.0,0.409712,0.0,0.302824
intvelocity,hold,0.0980,0.0,0.0,0.0,0.0,0.0,-0.0,0.006198,0.013455,0.003922,0.0,-1e-06,0.027357,0.062414,0.027496,-0.0,7e-06,-1.300833,-0.968497,-0.128668,0.0,0.409722,-0.0,0.302744
intvelocity,hold,0.1000,0.0,0.0,0.0,0.0,0.0,-0.0,0.00625,0.013573,0.003973,0.0,-1e-06,0.025879,0.059184,0.025647,-0.0,7e-06,-1.297074,-0.966031,-0.127714,0.0,0.409731,-0.0,0.302668
intvelocity,hold,0.1020,0.0,0.0,0.0,0.0,0.0,-0.0,0.006299,0.013685,0.004021,0.0,-1e-06,0.024456,0.056068,0.023842,-0.0,7e-06,-1.29328,-0.963519,-0.12672,0.0,0.40974,-0.0,0.302596
intvelocity,hold,0.1040,0.0,0.0,0.0,0.0,0.0,-0.0,0.006345,0.013792,0.004065,-0.0,-1e-06,0.023087,0.053064,0.022085,-0.0,7e-06,-1.289467,-0.960973,-0.125693,0.0,0.409748,-0.0,0.302528
intvelocity,hold,0.1060,0.0,0.0,0.0,0.0,0.0,-0.0,0.006388,0.013892,0.004106,-0.0,-1e-06,0.021772,0.050172,0.020379,-0.0,6e-06,-1.285648,-0.958405,-0.124639,0.0,0.409756,-0.0,0.302464
intvelocity,hold,0.1080,0.0,0.0,0.0,0.0,0.0,-0.0,0.006429,0.013987,0.004143,-0.0,-1e-06,0.020509,0.047391,0.018728,-0.0,6e-06,-1.281838,-0.955826,-0.123565,0.0,0.409763,-0.0,0.302404
intvelocity,hold,0.1100,0.0,0.0,0.0,0.0,0.0,-0.0,0.006468,0.014076,0.004177,-0.0,-0.0,0.019299,0.044719,0.017133,-0.0,6e-06,-1.278048,-0.953246,-0.122477,0.0,0.40977,-0.0,0.302347
intvelocity,hold,0.1120,0.0,0.0,0.0,0.0,0.0,-0.0,0.006504,0.014161,0.004209,-0.0,-0.0,0.01814,0.042155,0.015596,-0.0,6e-06,-1.27429,-0.950673,-0.121379,0.0,0.409777,-0.0,0.302294
intvelocity,hold,0.1140,0.0,0.0,0.0,0.0,0.0,-0.0,0.006538,0.01424,0.004237,-0.0,-0.0,0.017031,0.039698,0.014119,-0.0,6e-06,-1.270573,-0.948115,-0.120278,0.0,0.409783,-0.0,0.302244
intvelocity,hold,0.1160,0.0,0.0,0.0,0.0,0.0,-0.0,0.00657,0.014315,0.004262,-0.0,-0.0,0.015964,0.037323,0.012822,-0.0,6e-06,-1.266905,-0.94558,-0.119177,0.0,0.409789,-0.0,0.302197
intvelocity,hold,0.1180,0.0,0.0,0.0,0.0,0.0,-0.0,0.0066,0.014385,0.004286,-0.0,-0.0,0.014938,0.035027,0.011741,-0.0,5e-06,-1.263239,-0.943012,-0.118231,0.0,0.409794,-0.0,0.302153
intvelocity,hold,0.1200,0.0,0.0,0.0,0.0,0.0,-0.0,0.006628,0.01445,0.004308,-0.0,-0.0,0.013954,0.032817,0.010839,-0.0,5e-06,-1.259566,-0.940404,-0.117493,0.0,0.409799,-0.0,0.302112
intvelocity,hold,0.1220,0.0,0.0,0.0,0.0,0.0,-0.0,0.006654,0.014512,0.004328,-0.0,-0.0,0.013011,0.030698,0.010086,-0.0,5e-06,-1.25591,-0.93779,-0.116928,0.0,0.409804,-0.0,0.302074
intvelocity,hold,0.1240,0.0,0.0,0.0,0.0,0.0,-0.0,0.006678,0.014569,0.004347,-0.0,-0.0,0.012111,0.028673,0.009457,-0.0,5e-06,-1.252292,-0.935193,-0.116507,0.0,0.409808,-0.0,0.302038
intvelocity,hold,0.1260,0.0,0.0,0.0,0.0,0.0,-0.0,0.006701,0.014622,0.004365,-0.0,-0.0,0.011254,0.026742,0.008932,-0.0,5e-06,-1.248731,-0.932633,-0.116204,0.0,0.409812,-0.0,0.302004
intvelocity,hold,0.1280,0.0,0.0,0.0,0.0,0.0,-0.0,0.006722,0.014672,0.004382,-0.0,-0.0,0.01044,0.024906,0.008492,-0.0,5e-06,-1.245244,-0.930124,-0.116001,0.0,0.409816,-0.0,0.301973
intvelocity,hold,0.1300,0.0,0.0,0.0,0.0,0.0,-0.0,0.006741,0.014719,0.004398,-0.0,-0.0,0.009668,0.023165,0.008124,-0.0,5e-06,-1.241844,-0.927678,-0.115881,0.0,0.40982,-0.0,0.301944
intvelocity,hold,0.1320,0.0,0.0,0.0,0.0,0.0,-0.0,0.006759,0.014762,0.004413,-0.0,-0.0,0.008937,0.021515,0.007815,-0.0,5e-06,-1.238541,-0.925302,-0.115828,0.0,0.409823,-0.0,0.301917
intvelocity,hold,0.1340,0.0,0.0,0.0,0.0,0.0,-0.0,0.006775,0.014802,0.004429,-0.0,-0.0,0.008248,0.019956,0.007555,-0.0,5e-06,-1.235343,-0.923004,-0.115832,0.0,0.409826,-0.0,0.301892
intvelocity,hold,0.1360,0.0,0.0,0.0,0.0,0.0,-0.0,0.006791,0.014839,0.004443,-0.0,-0.0,0.007597,0.018485,0.007336,-0.0,5e-06,-1.232257,-0.920787,-0.115883,0.0,0.409829,-0.0,0.301868
intvelocity,hold,0.1380,0.0,0.0,0.0,0.0,0.0,-0.0,0.006804,0.014873,0.004458,-0.0,-0.0,0.006985,0.017099,0.007151,-0.0,5e-06,-1.229287,-0.918654,-0.115973,0.0,0.409831,-0.0,0.301846
intvelocity,hold,0.1400,0.0,0.0,0.0,0.0,0.0,-0.0,0.006817,0.014904,0.004471,-0.0,-0.0,0.00641,0.015794,0.006995,-0.0,5e-06,-1.226435,-0.916607,-0.116095,0.0,0.409834,-0.0,0.301826
intvelocity,hold,0.1420,0.0,0.0,0.0,0.0,0.0,-0.0,0.006829,0.014933,0.004485,-0.0,-0.0,0.005871,0.014568,0.006862,-0.0,5e-06,-1.223703,-0.914647,-0.116244,0.0,0.409836,-0.0,0.301807
intvelocity,hold,0.1440,0.0,0.0,0.0,0.0,0.0,-0.0,0.00684,0.01496,0.004499,-0.0,-0.0,0.005365,0.013418,0.006748,-0.0,5e-06,-1.221092,-0.912773,-0.116414,0.0,0.409838,-0.0,0.30179
intvelocity,hold,0.1460,0.0,0.0,0.0,0.0,0.0,-0.0,0.00685,0.014985,0.004512,-0.0,-0.0,0.004893,0.01234,0.006651,-0.0,5e-06,-1.218601,-0.910985,-0.116603,0.0,0.409839,-0.0,0.301774
intvelocity,hold,0.1480,0.0,0.0,0.0,0.0,0.0,-0.0,0.006858,0.015008,0.004525,-0.0,-0.0,0.004451,0.011331,0.006567,-0.0,5e-06,-1.216228,-0.909282,-0.116806,0.0,0.409841,-0.0,0.301759
intvelocity,hold,0.1500,0.0,0.0,0.0,0.0,0.0,-0.0,0.006867,0.015028,0.004538,-0.0,-0.0,0.00404,0.010387,0.006494,-0.0,5e-06,-1.213971,-0.907662,-0.117022,0.0,0.409842,-0.0,0.301745
intvelocity,hold,0.1520,0.0,0.0,0.0,0.0,0.0,-0.0,0.006874,0.015047,0.004551,-0.0,-0.0,0.003682,0.009488,0.00643,-0.0,4e-06,-1.211828,-0.906123,-0.117247,0.0,0.409844,-0.0,0.301732
intvelocity,hold,0.1540,0.0,0.0,0.0,0.0,0.0,-0.0,0.006881,0.015065,0.004564,-0.0,-0.0,0.003378,0.008662,0.006374,-0.0,4e-06,-1.210019,-0.904608,-0.11748,0.0,0.409845,-0.0,0.30172
intvelocity,hold,0.1560,0.0,0.0,0.0,0.0,0.0,-0.0,0.006887,0.015081,0.004576,-0.0,0.0,0.003122,0.007966,0.006325,-0.0,4e-06,-1.208575,-0.90321,-0.117719,0.0,0.409846,-0.0,0.301709
intvelocity,hold,0.1580,0.0,0.0,0.0,0.0,0.0,-0.0,0.006893,0.015095,0.004589,-0.0,0.0,0.002906,0.007379,0.006282,-0.0,3e-06,-1.207452,-0.902111,-0.117965,0.0,0.409847,-0.0,0.301699
intvelocity,hold,0.1600,0.0,0.0,0.0,0.0,0.0,-0.0,0.006898,0.015109,0.004601,-0.0,0.0,0.002724,0.006885,0.006243,-0.0,3e-06,-1.206598,-0.901263,-0.118216,0.0,0.409848,-0.0,0.301689
intvelocity,hold,0.1620,0.0,0.0,0.0,0.0,0.0,-0.0,0.006903,0.015122,0.004614,-0.0,0.0,0.002569,0.006466,0.006209,-0.0,3e-06,-1.205967,-0.900623,-0.11847,0.0,0.409849,-0.0,0.30168
intvelocity,hold,0.1640,0.0,0.0,0.0,0.0,0.0,-0.0,0.006908,0.015134,0.004626,-0.0,0.0,0.002438,0.006113,0.006177,-0.0,3e-06,-1.205523,-0.900158,-0.118728,0.0,0.40985,-0.0,0.301672
intvelocity,hold,0.1660,0.0,0.0,0.0,0.0,0.0,-0.0,0.006913,0.015146,0.004639,-0.0,0.0,0.002326,0.005813,0.006147,-0.0,3e-06,-1.205234,-0.89984,-0.118988,0.0,0.40985,-0.0,0.301663
intvelocity,hold,0.1680,0.0,0.0,0.0,0.0,0.0,-0.0,0.006917,0.015157,0.004651,-0.0,0.0,0.002231,0.005558,0.00612,-0.0,3e-06,-1.205075,-0.899643,-0.119249,0.0,0.409851,-0.0,0.301655
intvelocity,hold,0.1700,0.0,0.0,0.0,0.0,0.0,-0.0,0.006922,0.015168,0.004663,-0.0,0.0,0.00215,0.005341,0.006094,-0.0,2e-06,-1.205025,-0.899548,-0.11951,0.0,0.409852,-0.0,0.301647
intvelocity,hold,0.1720,0.0,0.0,0.0,0.0,0.0,-0.0,0.006926,0.015178,0.004675,-0.0,0.0,0.00208,0.005156,0.006069,-0.0,2e-06,-1.205064,-0.899538,-0.119773,0.0,0.409853,-0.0,0.30164
intvelocity,hold,0.1740,0.0,0.0,0.0,0.0,0.0,-0.0,0.00693,0.015188,0.004687,-0.0,0.0,0.00202,0.004997,0.006045,-0.0,2e-06,-1.205177,-0.8996,-0.120035,0.0,0.409853,-0.0,0.301633
intvelocity,hold,0.1760,0.0,0.0,0.0,0.0,0.0,-0.0,0.006934,0.015198,0.004699,-0.0,0.0,0.001967,0.004861,0.006021,-0.0,2e-06,-1.205353,-0.89972,-0.120298,0.0,0.409854,-0.0,0.301625
intvelocity,hold,0.1780,0.0,0.0,0.0,0.0,0.0,-0.0,0.006938,0.015207,0.004711,-0.0,0.0,0.001922,0.004743,0.005998,-0.0,2e-06,-1.20558,-0.899889,-0.12056,0.0,0.409854,-0.0,0.301618
intvelocity,hold,0.1800,0.0,0.0,0.0,0.0,0.0,-0.0,0.006941,0.015217,0.004723,-0.0,0.0,0.001882,0.004641,0.005976,-0.0,2e-06,-1.205849,-0.900099,-0.120822,0.0,0.409855,-0.0,0.301612
intvelocity,hold,0.1820,0.0,0.0,0.0,0.0,0.0,-0.0,0.006945,0.015226,0.004735,-0.0,0.0,0.001847,0.004552,0.005954,-0.0,2e-06,-1.206154,-0.900343,-0.121083,0.0,0.409856,-0.0,0.301605
intvelocity,hold,0.1840,0.0,0.0,0.0,0.0,0.0,-0.0,0.006949,0.015235,0.004747,-0.0,0.0,0.001816,0.004475,0.005932,-0.0,2e-06,-1.206487,-0.900615,-0.121343,0.0,0.409856,-0.0,0.301598
intvelocity,hold,0.1860,0.0,0.0,0.0,0.0,0.0,-0.0,0.006952,0.015243,0.004759,-0.0,0.0,0.001788,0.004406,0.00591,-0.0,2e-06,-1.206843,-0.90091,-0.121603,0.0,0.409857,-0.0,0.301592
intvelocity,hold,0.1880,0.0,0.0,0.0,0.0,0.0,-0.0,0.006956,0.015252,0.004771,-0.0,0.0,0.001763,0.004345,0.005889,-0.0,2e-06,-1.207219,-0.901224,-0.121862,0.0,0.409857,-0.0,0.301585
intvelocity,hold,0.1900,0.0,0.0,0.0,0.0,0.0,-0.0,0.006959,0.015261,0.004782,-0.0,0.0,0.001741,0.004291,0.005868,-0.0,2e-06,-1.20761,-0.901554,-0.12212,0.0,0.409858,-0.0,0.301579
intvelocity,hold,0.1920,0.0,0.0,0.0,0.0,0.0,-0.0,0.006963,0.015269,0.004794,-0.0,0.0,0.00172,0.004243,0.005846,-0.0,2e-06,-1.208014,-0.901896,-0.122377,0.0,0.409858,-0.0,0.301572
intvelocity,hold,0.1940,0.0,0.0,0.0,0.0,0.0,-0.0,0.006966,0.015278,0.004806,-0.0,0.0,0.001701,0.004199,0.005825,-0.0,2e-06,-1.208427,-0.902249,-0.122633,0.0,0.409859,-0.0,0.301566
intvelocity,hold,0.1960,0.0,0.0,0.0,0.0,0.0,-0.0,0.006969,0.015286,0.004817,-0.0,0.0,0.001684,0.004158,0.005804,-0.0,2e-06,-1.208849,-0.90261,-0.122888,0.0,0.40986,-0.0,0.30156
intvelocity,hold,0.1980,0.0,0.0,0.0,0.0,0.0,-0.0,0.006973,0.015294,0.004829,-0.0,0.0,0.001668,0.004122,0.005783,-0.0,2e-06,-1.209277,-0.902978,-0.123143,0.0,0.40986,-0.0,0.301553
intvelocity,hold,0.2000,0.0,0.0,0.0,0.0,0.0,-0.0,0.006976,0.015302,0.00484,-0.0,0.0,0.001652,0.004087,0.005762,-0.0,2e-06,-1.209709,-0.903351,-0.123396,0.0,0.409861,-0.0,0.301547
intvelocity,hold,0.2020,0.0,0.0,0.0,0.0,0.0,-0.0,0.006979,0.01531,0.004852,-0.0,0.0,0.001638,0.004056,0.005741,-0.0,2e-06,-1.210144,-0.903728,-0.123649,0.0,0.409861,-0.0,0.301541
intvelocity,hold,0.2040,0.0,0.0,0.0,0.0,0.0,-0.0,0.006983,0.015318,0.004863,-0.0,0.0,0.001624,0.004026,0.00572,-0.0,2e-06,-1.210582,-0.904108,-0.123901,0.0,0.409862,-0.0,0.301535
intvelocity,hold,0.2060,0.0,0.0,0.0,0.0,0.0,-0.0,0.006986,0.015326,0.004875,-0.0,0.0,0.001611,0.003998,0.0057,-0.0,2e-06,-1.211022,-0.90449,-0.124151,0.0,0.409862,-0.0,0.301529
intvelocity,hold,0.2080,0.0,0.0,0.0,0.0,0.0,-0.0,0.006989,0.015334,0.004886,-0.0,0.0,0.001599,0.003971,0.005679,-0.0,2e-06,-1.211462,-0.904874,-0.124401,0.0,0.409863,-0.0,0.301523
intvelocity,hold,0.2100,0.0,0.0,0.0,0.0,0.0,-0.0,0.006992,0.015342,0.004897,-0.0,0.0,0.001586,0.003945,0.005658,-0.0,2e-06,-1.211902,-0.905259,-0.12465,0.0,0.409863,-0.0,0.301517
intvelocity,hold,0.2120,0.0,0.0,0.0,0.0,0.0,-0.0,0.006995,0.01535,0.004909,-0.0,0.0,0.001575,0.003921,0.005638,-0.0,2e-06,-1.212342,-0.905644,-0.124898,0.0,0.409864,-0.0,0.301511
intvelocity,hold,0.2140,0.0,0.0,0.0,0.0,0.0,-0.0,0.006998,0.015358,0.00492,-0.0,0.0,0.001563,0.003897,0.005617,-0.0,2e-06,-1.212782,-0.90603,-0.125145,0.0,0.409864,-0.0,0.301505
intvelocity,hold,0.2160,0.0,0.0,0.0,0.0,0.0,-0.0,0.007002,0.015366,0.004931,-0.0,0.0,0.001552,0.003874,0.005597,-0.0,2e-06,-1.21322,-0.906415,-0.125391,0.0,0.409864,-0.0,0.301499
intvelocity,hold,0.2180,0.0,0.0,0.0,0.0,0.0,-0.0,0.007005,0.015373,0.004942,-0.0,0.0,0.001541,0.003852,0.005576,-0.0,2e-06,-1.213657,-0.9068,-0.125636,0.0,0.409865,-0.0,0.301494
